####	0.0	0.125	0.25	0.375	0.5	0.75	1.0	1.25	1.5	1.75	2.0	2.25	2.5	2.75	3.0	3.25	3.5	3.75	4.0	4.5	5.0	5.5	6.0
6.283185299999999307e-02 2.748207300000000032e+03 2.451167800000000170e+03 2.181896999999999935e+03 1.941533599999999979e+03 1.729310999999999922e+03 1.380820699999999988e+03 1.115971900000000005e+03 9.143144899999999780e+02 7.593701600000000553e+02 6.388347999999999729e+02 5.437934500000000071e+02 4.678474499999999807e+02 4.063561500000000137e+02 3.559942500000000223e+02 3.142766500000000178e+02 2.793787800000000061e+02 2.499129700000000014e+02 2.248246599999999944e+02 2.032947200000000123e+02 1.685359599999999887e+02 1.419170699999999954e+02 1.211104399999999970e+02 1.045549599999999941e+02
1.256637100000000118e-01 4.364477600000000166e+03 3.907298299999999927e+03 3.489449799999999868e+03 3.113692100000000210e+03 2.779498000000000047e+03 2.225803499999999985e+03 1.801183299999999917e+03 1.475893700000000081e+03 1.225051500000000033e+03 1.029546100000000024e+03 8.752722199999999475e+02 7.519977999999999838e+02 6.522391300000000456e+02 5.706047399999999925e+02 5.030539499999999862e+02 4.466112299999999777e+02 3.990122299999999882e+02 3.585346200000000181e+02 3.238408400000000142e+02 2.679282000000000039e+02 2.252068199999999933e+02 1.918839900000000114e+02 1.654204400000000135e+02
1.884955600000000064e-01 1.853448399999999992e+03 1.635317500000000109e+03 1.441645500000000084e+03 1.271943099999999959e+03 1.124241500000000087e+03 8.860405700000000024e+02 7.090010899999999765e+02 5.765763399999999592e+02 4.761732600000000275e+02 3.988685399999999959e+02 3.384139700000000062e+02 2.904197800000000029e+02 2.517615199999999902e+02 2.202328500000000133e+02 1.942034600000000069e+02 1.724889100000000042e+02 1.541951699999999903e+02 1.386472100000000012e+02 1.253242699999999985e+02 1.038517599999999987e+02 8.743470499999999390e+01 7.461650500000000363e+01 6.442443199999999592e+01
2.513274099999999733e-01 1.524381399999999985e+03 1.323819600000000037e+03 1.150407500000000027e+03 1.002047199999999975e+03 8.754103199999999561e+02 6.758227299999999786e+02 5.311167100000000119e+02 4.249872300000000109e+02 3.459098900000000185e+02 2.860040300000000002e+02 2.398541199999999947e+02 2.037140100000000018e+02 1.749670800000000099e+02 1.517900500000000079e+02 1.328560400000000072e+02 1.172121700000000004e+02 1.041489600000000024e+02 9.313639100000000326e+01 8.376965699999999515e+01 6.881945600000000240e+01 5.752092100000000130e+01 4.878630400000000122e+01 4.190052200000000227e+01
3.141592699999999905e-01 1.112560300000000097e+03 9.637425100000000384e+02 8.348049499999999625e+02 7.238070400000000291e+02 6.285305600000000368e+02 4.782232399999999757e+02 3.698482700000000136e+02 2.913647399999999834e+02 2.338793300000000102e+02 1.910802600000000098e+02 1.586248500000000092e+02 1.335701899999999966e+02 1.138921799999999962e+02 9.820125000000000171e+01 8.550534299999999632e+01 7.510319200000000706e+01 6.648049699999999973e+01 5.925780799999999715e+01 5.314903100000000080e+01 4.346637700000000137e+01 3.620554800000000029e+01 3.062667000000000073e+01 2.625000000000000000e+01
3.769911200000000129e-01 8.476296999999999571e+02 7.310367099999999709e+02 6.319007000000000289e+02 5.475818600000000060e+02 4.752465900000000261e+02 3.607488599999999792e+02 2.781728899999999953e+02 2.184267700000000048e+02 1.747363300000000095e+02 1.423159300000000087e+02 1.178162200000000013e+02 9.895635900000000618e+01 8.418276899999999330e+01 7.243576000000000192e+01 6.295641400000000232e+01 5.520806999999999931e+01 4.879912099999999953e+01 4.344141700000000128e+01 3.891783000000000214e+01 3.176343500000000120e+01 2.641236800000000073e+01 2.230995700000000070e+01 1.909775199999999984e+01
4.398229699999999798e-01 7.148091600000000199e+02 6.123575899999999592e+02 5.242420399999999745e+02 4.494551700000000096e+02 3.856308999999999969e+02 2.862674999999999841e+02 2.167191100000000006e+02 1.677897800000000075e+02 1.326902399999999886e+02 1.070736200000000053e+02 8.800175400000000536e+01 7.349052100000000110e+01 6.223024600000000106e+01 5.334575199999999739e+01 4.622394899999999751e+01 4.043626400000000132e+01 3.567286000000000001e+01 3.170788599999999846e+01 2.837269900000000078e+01 2.312143100000000118e+01 1.921208999999999989e+01 1.622499699999999834e+01 1.389158600000000021e+01
5.026548199999999467e-01 6.468111800000000358e+02 5.500730200000000423e+02 4.661649499999999762e+02 3.947756800000000226e+02 3.340303599999999733e+02 2.414261600000000101e+02 1.789388199999999927e+02 1.363254799999999989e+02 1.065854599999999976e+02 8.535694800000000271e+01 6.978789299999999685e+01 5.806973800000000097e+01 4.905449099999999873e+01 4.198806799999999839e+01 3.635044200000000103e+01 3.178518899999999903e+01 2.803757600000000139e+01 2.492400999999999911e+01 2.230855800000000144e+01 1.819519000000000020e+01 1.513464100000000023e+01 1.279576400000000014e+01 1.096771999999999991e+01
5.654866800000000193e-01 5.521279399999999669e+02 4.657954599999999914e+02 3.926016099999999938e+02 3.310389499999999998e+02 2.789550800000000095e+02 2.003202699999999936e+02 1.475873599999999897e+02 1.116145000000000067e+02 8.651235699999999440e+01 6.864405899999999860e+01 5.558002499999999912e+01 4.579126200000000324e+01 3.829993900000000195e+01 3.246655899999999662e+01 2.784831900000000005e+01 2.413795800000000114e+01 2.111673800000000156e+01 1.862695700000000087e+01 1.655210800000000049e+01 1.332561500000000088e+01 1.095966499999999932e+01 9.175618899999999911e+00 7.798042599999999602e+00
6.283185300000000417e-01 5.264652899999999818e+02 4.386709399999999732e+02 3.653769800000000032e+02 3.050349600000000123e+02 2.549961900000000128e+02 1.814129000000000076e+02 1.334572499999999877e+02 1.009400899999999979e+02 7.810716600000000653e+01 6.174094699999999847e+01 4.973363599999999707e+01 4.074960699999999747e+01 3.390074700000000263e+01 2.859507100000000079e+01 2.441702400000000139e+01 2.107876399999999961e+01 1.837467799999999940e+01 1.615716199999999958e+01 1.431757400000000047e+01 1.147333000000000069e+01 9.401926599999999468e+00 7.848890800000000390e+00 6.655315299999999823e+00
