# period	T0	RA	Dec
3.52472				2453344.76824		330.7916667	18.8844444
2.21857312				2453988.80336		300.1791667	22.7108333
1.21986967				2454590.17936		36.7125	37.5505556
2.7347749				2456223.9592		78.295833337	33.318055563
111.43637				2454876.344		140.6541667	50.6036111
3.0801716				2457226.14219		125.616666676	13.735277794
0.9414518				2454221.48163		24.3541667	-45.6777778
1.809886				2456107.85507		26.6333	2.7006
4.9546416				2455446.63493		311.0416667	-39.2252778
2.13775				2456506.8916		304.54166667	-1.075833342
3.21222				2456706.58936		155.6833333	50.1283333
2.2437661				2454963.93676		218.275	21.8947222
2.7033902				2456707.43825		148.6417	40.3881
3.8681382				2455748.83344		315.025000002	-5.094444455
8.158715				2454679.33394		359.9	-35.0313889
5.215357				2456776.90615		0.3257083394	-8.9262778038
3.6623817				2455545.23479		66.3708333	-30.6005556
2.184673				2456338.45851		337.4583	-48.0031
10.02165				2456533.82326		36.775000002	-50.284444451
4.178062				2457248.74131		160.558666671	-3.8350833514
3.0763402				2454437.67657		343.0416667	35.4472222
3.585722				2456164.6934		98.35	-23.4861
4.411953				2455855.39195		87.1416667	-63.9883333
4.46529976				2453979.93202		344.4458333	38.675
1.2749255				2456635.70832		107.600000008	-39.097500013
4.3176782				2454647.55358		165.4	-23.8605556
2.810595				2455456.46561		123.95	5.8366667
4.353011				2455575.5136		140.1041667	33.8825
2.465295				2455113.48127		282.241666686	10.597222245
3.853003				2454035.67617		354.775	42.4661111
10.338523				2454804.246		324.5375	30.4886111
4.732182				2455661.63669		38.308333338	30.360555571
2.07276				2456438.18683		24.6042	-55.7719
1.8468372				2454605.55915		278.6333333	35.6616667
3.7130203				2455736.50348		315.475000018	-13.433333355
2.77596				2455027.59293		9.575	42.4630556
4.166285				2457175.0439		284.545833337	-47.003333336
3.24406				2456883.4803		283.304166671	24.127500011
3.7520656				2454584.69823		208.9291667	-32.1597222
2.7908327				2456553.61645		101.350000008	27.252222229
2.7325321				2456079.5642		9.45833335	51.288888899
1.7100567				2456665.22403		108.300000004	-42.409722238
2.143634				2455364.55043		291.1625	55.4730556
2.694047				2454983.86167		297.3208	4.6725
2.977641				2456845.17081		289.479166685	-32.860000025
11.55098				2456921.14307		203.104166675	-42.475277794
1.7554137				2456406.11126		160.602541675	7.4350833434
2.615838				2454147.74902		117.0291667	50.2258333
2.6755463				2456413.79019		195.829166673	-49.63972224
2.6556777				2456847.47286		175.908333346	6.563611133
2.150009				2454416.14639		31.04166667	46.6877778
1.3600309				2455870.44977		37.1542	-7.0606
110.3216				2454987.0434		290.854166675	42.086944449
3.1186009				2454584.42878		214.6833333	-20.2755556
2.3412127				2455081.37941		227.2166667	2.3433333
2.7566004				2455228.38842		4.6041667	-15.2672222
3.922727				2455320.2431		357.8791667	-39.9066667
2.71865				2455151.054		3.9625	1.2005556
3.9415128				2453808.91682		240.55	28.1697222
2.875317				2456708.35626		111.9166667	24.3363889
3.3190233				2456361.19263		232.054166671	-16.41083335
2.4706133738				2453957.6355		286.8083333	49.3163889
3.54387				2455208.75049		113.7583	17.83
3.329441				2457091.02863		117.41666668	-52.120555561
2.995607				2457141.35132		127.579166673	22.23583334
3.5539268				2454230.90524		268.3041667	37.2116667
3.735438				2454577.85806		239.9625	-28.0616667
4.3225126				2454743.04217		347.4916667	18.3961111
3.052404				2456014.9936		190.618737509	-30.6398750179
1.9550959				2455558.61197		43.6875	-10.8980556
5.01718				2455183.9335		274.7	45.1719
1.0914222				2454508.97605		97.6375	29.6722222
3.405909				2455192.6887		169.4375	-19.0547222
3.0300722				2453186.80634		286.0375	36.6325
2.5199464				2454461.863		5.1666667	31.99
4.5421687454				2457197.09746		224.870833343	46.960000027
4.465633				2455737.9396		203.758333334	-17.5036111
3.35524				2455216.97667		108.825	14.2622222
2.899703				2454856.70118		206.0958333	48.0286111
3.0678504				2456125.41751		303.1667	-2.1456
3.474474				2455100.50255		113.1833333	33.835
3.722469				2456308.2356		47.3708333	30.6736111
5.723186				2455197.5754		33.1291667	51.7788889
2.5495551				2456497.23181		294.633333344	-55.330000017
4.1591409				2457007.93213		331.2041667	-12.0188889
1.212884				2454852.26464		306.125	16.7622222
2.15222144				2453991.5153		307.725	6.4294444
2.788491				2454241.77663		67.225000018	-21.481944466
228.776				2455212.12316		289.075	51.7575
0.925542				2456459.59957		249.316666672	7.183333337
3.5327313				2455497.39967		52.8166667	-23.8197222
3.40883				2455290.40519		353.6166667	-1.58
3.1260876				2455441.26925		5.2375	-35.9983333
1.7497798				2455793.68143		348.4958	8.7614

