####	0.0	0.125	0.25	0.375	0.5	0.75	1.0	1.25	1.5	1.75	2.0	2.25	2.5	2.75	3.0	3.25	3.5	3.75	4.0	4.5	5.0	5.5	6.0
6.283185299999999307e-02 2.745567399999999907e+03 2.448778699999999844e+03 2.179761399999999867e+03 1.939646600000000035e+03 1.727624499999999898e+03 1.379424899999999980e+03 1.114780299999999897e+03 9.132803000000000111e+02 7.584608299999999872e+02 6.380324399999999514e+02 5.430826700000000073e+02 4.672166300000000092e+02 4.057961799999999926e+02 3.554968299999999886e+02 3.138343100000000163e+02 2.789846800000000258e+02 2.495610900000000072e+02 2.245095799999999997e+02 2.030116299999999967e+02 1.682802599999999984e+02 1.417282999999999902e+02 1.209539400000000029e+02 1.044239400000000018e+02
1.256637100000000118e-01 4.365792800000000170e+03 3.908403400000000147e+03 3.490331000000000131e+03 3.114381499999999960e+03 2.780000399999999900e+03 2.225854800000000068e+03 1.800848400000000083e+03 1.475285100000000057e+03 1.224280199999999923e+03 1.028705600000000004e+03 8.744222999999999502e+02 7.511746200000000044e+02 6.514643399999999929e+02 5.698888500000000477e+02 5.023999000000000024e+02 4.460179699999999912e+02 3.984760200000000054e+02 3.580508399999999938e+02 3.234043100000000095e+02 2.675313899999999876e+02 2.249155700000000024e+02 1.916435500000000047e+02 1.652202900000000056e+02
1.884955600000000064e-01 1.857732799999999997e+03 1.638949499999999944e+03 1.444735799999999927e+03 1.274609500000000025e+03 1.126513300000000072e+03 8.875301200000000108e+02 7.098608199999999897e+02 5.770028399999999920e+02 4.763119899999999802e+02 3.988269399999999791e+02 3.382675300000000220e+02 2.902175300000000107e+02 2.515355600000000038e+02 2.200030700000000081e+02 1.939809400000000039e+02 1.722791400000000124e+02 1.540005600000000072e+02 1.384684900000000027e+02 1.251609899999999982e+02 1.037005699999999990e+02 8.732313100000000361e+01 7.452382299999999304e+01 6.434685799999999745e+01
2.513274099999999733e-01 1.530740099999999984e+03 1.329244799999999941e+03 1.155094399999999951e+03 1.006120400000000018e+03 8.789373299999999745e+02 6.782748599999999897e+02 5.327127600000000029e+02 4.259630500000000097e+02 3.464594700000000103e+02 2.862711300000000278e+02 2.399439700000000073e+02 2.036970300000000123e+02 1.748907600000000002e+02 1.516840300000000070e+02 1.327382499999999936e+02 1.170925299999999964e+02 1.040329200000000043e+02 9.302680800000000261e+01 8.366769299999999987e+01 6.872214499999999759e+01 5.744948999999999728e+01 4.872698900000000322e+01 4.185097600000000284e+01
3.141592699999999905e-01 1.120490000000000009e+03 9.707048700000000281e+02 8.409195099999999456e+02 7.291234600000000228e+02 6.330975100000000566e+02 4.814073900000000208e+02 3.719551399999999717e+02 2.926882800000000202e+02 2.346683700000000101e+02 1.915223799999999983e+02 1.588489800000000116e+02 1.336599899999999934e+02 1.139043099999999953e+02 9.817037999999999442e+01 8.545215100000000064e+01 7.503970400000000041e+01 6.641360600000000147e+01 5.919166899999999742e+01 5.308582899999999682e+01 4.340458399999999983e+01 3.615998499999999893e+01 3.058883700000000161e+01 2.621846999999999994e+01
3.769911200000000129e-01 8.557036299999999756e+02 7.381997000000000071e+02 6.382575600000000122e+02 5.532303000000000566e+02 4.801913599999999747e+02 3.642737500000000068e+02 2.805588099999999940e+02 2.199631599999999878e+02 1.756910300000000120e+02 1.428885099999999966e+02 1.181436000000000064e+02 9.912828399999999363e+01 8.425869500000000301e+01 7.245534999999999570e+01 6.294431099999999901e+01 5.517896600000000262e+01 4.876202200000000175e+01 4.340151699999999835e+01 3.887793299999999874e+01 3.172201700000000102e+01 2.638175800000000137e+01 2.228432499999999905e+01 1.907627899999999954e+01
4.398229699999999798e-01 7.250988200000000461e+02 6.214226599999999507e+02 5.321904600000000300e+02 4.563756700000000137e+02 3.915552500000000009e+02 2.903027000000000157e+02 2.193649800000000027e+02 1.695015600000000120e+02 1.337623399999999947e+02 1.077259300000000053e+02 8.838987500000000352e+01 7.371156399999999564e+01 6.234793299999999761e+01 5.340078100000000205e+01 4.624176800000000043e+01 4.043234799999999751e+01 3.565678400000000181e+01 3.168558900000000023e+01 2.834763900000000092e+01 2.309234000000000009e+01 1.918999900000000025e+01 1.620623199999999997e+01 1.387575999999999965e+01
5.026548199999999467e-01 6.585058199999999715e+02 5.603482099999999946e+02 4.752275399999999763e+02 4.026874599999999873e+02 3.407341999999999871e+02 2.459284700000000043e+02 1.818822499999999991e+02 1.382090499999999906e+02 1.077637699999999938e+02 8.608419399999999655e+01 7.023127700000000573e+01 5.833181499999999886e+01 4.920433100000000337e+01 4.206922899999999998e+01 3.638972799999999808e+01 3.179926199999999881e+01 2.803688899999999862e+01 2.491488400000000070e+01 2.229482700000000150e+01 1.817544200000000032e+01 1.511919699999999978e+01 1.278241500000000030e+01 1.095639300000000027e+01
5.654866800000000193e-01 5.639842099999999618e+02 4.762875399999999786e+02 4.019298000000000002e+02 3.391569700000000012e+02 2.858024500000000216e+02 2.049213799999999992e+02 1.506369699999999909e+02 1.135893899999999945e+02 8.776132900000000348e+01 6.942461900000000696e+01 5.606115499999999940e+01 4.608058900000000335e+01 3.846954600000000113e+01 3.256214599999999848e+01 2.789897099999999952e+01 2.416152200000000150e+01 2.112419300000000177e+01 1.862500899999999859e+01 1.654487500000000111e+01 1.331201800000000013e+01 1.094886900000000018e+01 9.166190399999999627e+00 7.790009399999999751e+00
6.283185300000000417e-01 5.407989900000000034e+02 4.513050400000000195e+02 3.765433100000000195e+02 3.146256200000000263e+02 2.630231999999999744e+02 1.867514600000000087e+02 1.369582100000000082e+02 1.032025299999999959e+02 7.954509199999999680e+01 6.264725700000000330e+01 5.029691600000000307e+01 4.109193599999999691e+01 3.410541500000000070e+01 2.871457600000000099e+01 2.448448700000000144e+01 2.111452799999999996e+01 1.839118200000000058e+01 1.616206100000000134e+01 1.431567899999999938e+01 1.146365100000000048e+01 9.393831300000000439e+00 7.841596199999999683e+00 6.649037800000000331e+00
6.911503799999999531e-01 4.902158800000000269e+02 4.062683200000000170e+02 3.382483300000000099e+02 2.835390499999999747e+02 2.383498199999999940e+02 1.708409299999999860e+02 1.255854700000000008e+02 9.394422799999999540e+01 7.160056799999999555e+01 5.582019100000000122e+01 4.442591000000000179e+01 3.601648999999999745e+01 2.968722999999999956e+01 2.483953199999999839e+01 2.106149200000000121e+01 1.807027300000000025e+01 1.566758199999999945e+01 1.371211800000000025e+01 1.210077700000000078e+01 9.629303999999999419e+00 7.851298299999999841e+00 6.527894800000000330e+00 5.517715199999999598e+00
7.539822400000000258e-01 4.387354399999999828e+02 3.646345600000000218e+02 3.053919200000000274e+02 2.568900600000000054e+02 2.151577200000000119e+02 1.505160600000000102e+02 1.073536799999999971e+02 7.829152200000000050e+01 5.858679999999999666e+01 4.512144899999999836e+01 3.567852700000000254e+01 2.886917899999999904e+01 2.382223300000000066e+01 1.998975300000000033e+01 1.701469000000000165e+01 1.466104299999999938e+01 1.276797600000000088e+01 1.122293499999999966e+01 9.945176299999999969e+00 7.973304699999999912e+00 6.542205100000000328e+00 5.468009000000000341e+00 4.641728200000000193e+00
8.168140900000000482e-01 4.305748199999999883e+02 3.563359399999999937e+02 2.958987500000000068e+02 2.458106899999999939e+02 2.028990200000000073e+02 1.393166099999999972e+02 9.928608699999999487e+01 7.277064300000000685e+01 5.465190299999999723e+01 4.211996200000000101e+01 3.320110499999999831e+01 2.669447100000000006e+01 2.185194600000000165e+01 1.817806300000000164e+01 1.533893800000000063e+01 1.310871900000000068e+01 1.133043400000000034e+01 9.892652800000000468e+00 8.714568099999999262e+00 6.919171900000000264e+00 5.635628999999999778e+00 4.684014399999999689e+00 3.959338600000000152e+00
8.796459399999999595e-01 4.048243699999999876e+02 3.345949299999999766e+02 2.778566900000000146e+02 2.302229900000000100e+02 1.887817400000000134e+02 1.271792200000000008e+02 8.911081500000000233e+01 6.443514700000000062e+01 4.797625699999999682e+01 3.686574699999999893e+01 2.911630299999999849e+01 2.350954000000000121e+01 1.933084600000000108e+01 1.614566200000000151e+01 1.366972600000000071e+01 1.171295699999999940e+01 1.014367999999999981e+01 8.868141700000000682e+00 7.818289799999999623e+00 6.210228100000000140e+00 5.054977799999999633e+00 4.196056699999999751e+00 3.541180199999999889e+00
9.424778000000000322e-01 3.750713099999999827e+02 3.114384000000000015e+02 2.586840900000000261e+02 2.139418400000000133e+02 1.750426799999999901e+02 1.183689399999999949e+02 8.318156799999999862e+01 5.986422000000000310e+01 4.432330499999999773e+01 3.384199799999999669e+01 2.650679799999999986e+01 2.118983000000000061e+01 1.724199499999999929e+01 1.425681600000000060e+01 1.196006299999999989e+01 1.016459099999999971e+01 8.740357500000000002e+00 7.595305500000000265e+00 6.662610299999999874e+00 5.252652600000000227e+00 4.254606500000000402e+00 3.520731800000000078e+00 2.965665899999999855e+00
1.005309599999999914e+00 3.594649900000000002e+02 2.960784699999999816e+02 2.429431399999999996e+02 1.989297500000000127e+02 1.620502500000000055e+02 1.092139499999999970e+02 7.649164799999999786e+01 5.487668399999999735e+01 4.048135599999999812e+01 3.082015300000000124e+01 2.409038899999999828e+01 1.922663199999999861e+01 1.562679200000000002e+01 1.291438899999999990e+01 1.083426900000000082e+01 9.211732200000000148e+00 7.925504899999999964e+00 6.890386099999999736e+00 6.045725100000000296e+00 4.764864799999999789e+00 3.854448399999999886e+00 3.183137100000000164e+00 2.674802199999999797e+00
1.068141500000000077e+00 3.432065299999999866e+02 2.801445499999999811e+02 2.284781399999999962e+02 1.868199099999999930e+02 1.516653699999999958e+02 1.010034299999999945e+02 7.022909099999999682e+01 5.015979899999999958e+01 3.692306899999999814e+01 2.806691000000000003e+01 2.185393799999999942e+01 1.732662900000000050e+01 1.397134400000000021e+01 1.145420900000000053e+01 9.538477999999999568e+00 8.057099199999999684e+00 6.893565200000000281e+00 5.965569000000000344e+00 5.214199599999999712e+00 4.084698600000000290e+00 3.289394600000000057e+00 2.707172400000000145e+00 2.268773599999999835e+00
1.130973400000000018e+00 3.046858799999999974e+02 2.478285099999999943e+02 2.018000600000000020e+02 1.651715599999999995e+02 1.349711000000000070e+02 9.164274399999999332e+01 6.437939400000000489e+01 4.610698399999999708e+01 3.399085399999999879e+01 2.582762800000000070e+01 2.006001200000000040e+01 1.586830900000000000e+01 1.278633300000000084e+01 1.048890600000000006e+01 8.745686600000000865e+00 7.397248799999999846e+00 6.334686099999999875e+00 5.483296199999999843e+00 4.790947599999999973e+00 3.744974099999999861e+00 3.005617800000000006e+00 2.463828799999999930e+00 2.056294100000000125e+00
1.193805199999999900e+00 2.974755700000000047e+02 2.455772699999999986e+02 2.025785799999999881e+02 1.679870099999999979e+02 1.373955200000000048e+02 9.152985099999999363e+01 6.353456400000000315e+01 4.549969000000000108e+01 3.344330099999999817e+01 2.523014799999999980e+01 1.939606399999999908e+01 1.516418499999999980e+01 1.207966000000000051e+01 9.805364700000000155e+00 8.097220099999999476e+00 6.788943999999999868e+00 5.768595300000000314e+00 4.959268699999999974e+00 4.307281999999999833e+00 3.334595999999999894e+00 2.657685100000000133e+00 2.168240500000000015e+00 1.804102799999999895e+00
1.256637100000000062e+00 2.749336500000000001e+02 2.216109700000000089e+02 1.809652199999999880e+02 1.503142599999999902e+02 1.238569899999999961e+02 8.413881800000000055e+01 5.891823699999999775e+01 4.193931700000000262e+01 3.048916200000000032e+01 2.280225499999999883e+01 1.747426099999999849e+01 1.368304700000000018e+01 1.093642999999999965e+01 8.901644299999999177e+00 7.361148100000000305e+00 6.171116999999999742e+00 5.236972899999999598e+00 4.493096600000000329e+00 3.892865399999999809e+00 2.998036799999999946e+00 2.377645699999999973e+00 1.931296700000000088e+00 1.600924699999999978e+00
