# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.750       120.63716    0.0058190136       517.56265
0.750       122.64778    0.0054259640       507.13807
0.750       124.65840    0.0051162786       502.09865
0.750       126.66902    0.0049610251       510.80233
0.750       128.67964    0.0046347421       500.29400
0.750       132.70087    0.0042121965       498.65506
0.750       136.72211    0.0036975566       478.74183
0.750       140.74335    0.0034043719       480.82930
0.750       144.76459    0.0029693785       456.37605
0.750       148.78583    0.0026104418       435.58105
0.750       152.80707    0.0026020426       470.34332
0.750       156.82831    0.0021959609       429.10958
0.750       160.84954    0.0021495080       453.17801
0.750       164.87078    0.0019109968       433.87169
0.750       168.89202    0.0018492047       451.31798
0.750       172.91326    0.0016040025       420.10727
0.750       176.93450    0.0014671901       411.71265
0.750       180.95574    0.0014847063       445.68487
0.750       184.97698    0.0012875151       412.83414
0.750       188.99821    0.0010383321       355.12369
0.750       193.01945    0.0010790512       393.11133
0.750       197.04069    0.0010054396       389.66733
0.750       201.06193   0.00099370141       409.18123
0.750       205.08317   0.00084995604       371.41272
0.750       209.10441   0.00076708788       355.30796
0.750       213.12565   0.00081534943       399.87216
0.750       217.14688   0.00065402035       339.25193
0.750       221.16812   0.00067071600       367.60086
0.750       225.18936   0.00061354981       354.94715
0.750       229.21060   0.00064291567       392.21876
0.750       233.23184   0.00052597611       338.06467
0.750       237.25308   0.00055840234       377.79226
0.750       241.27432   0.00044463912       316.38159
0.750       245.29555   0.00053972908       403.56650
0.750       249.31679   0.00040377053       317.00015
0.750       253.33803   0.00044004583       362.46773
0.750       257.35927   0.00041850468       361.40156
0.750       265.40175   0.00029931747       283.47428
0.750       273.44422   0.00023703682       245.52309
0.750       281.48670   0.00021178289       239.29564
0.750       289.52918   0.00024385577       299.83361
0.750       297.57166   0.00034792049       464.43501
0.750       305.61413   0.00036788736       531.99240
0.750       313.65661   0.00013379803       209.16225
0.750       321.69909   0.00015881106       267.85545
0.750       329.74156   0.00025691863       466.64534
0.750       337.78404   6.0606473e-05       118.33321
0.750       345.82652   0.00028554479       598.30052
0.750       353.86900   9.9665761e-05       223.74008
0.750       361.91147   9.1273478e-05       219.19059
0.750       369.95395   0.00017900958       459.18696
0.750       377.99643   0.00012964697       354.72820
0.750       386.03891   7.7772243e-05       226.66690
0.750       394.08138   5.9624180e-05       184.86319
0.750       402.12386   0.00015103066       497.52498
0.750       410.16634   0.00011520281       402.72945
0.750       418.20881   6.9962265e-05       259.24696
0.750       426.25129   5.7049899e-05       223.83205
0.750       434.29377   5.8533022e-07       2.4289691
0.750       442.33625   5.3498675e-05       234.56914
0.750       450.37872   7.4356261e-05       344.12910
0.750       458.42120   6.1648515e-05       300.87559
0.750       466.46368   7.9906461e-05       410.87115
0.750       474.50615   2.2426440e-05       121.38252
0.750       482.54863   4.9489550e-05       281.71309
0.750       490.59111   3.4406460e-05       205.81132
0.750       498.63359   4.7272965e-05       296.91195
0.750       506.67606   6.2087545e-05       409.13432
0.750       514.71854   8.8951767e-05       614.51753
1.000     0.062831853       1114.7803     0.014008742
1.000      0.12566371       1800.8484      0.18104103
1.000      0.18849556       709.86082      0.24085010
1.000      0.25132741       532.71276      0.42843302
1.000      0.31415927       371.95514      0.58426577
1.000      0.37699112       280.55881      0.76153089
1.000      0.43982297       219.36498      0.94552122
1.000      0.50265482       181.88225       1.1702271
1.000      0.56548668       150.63697       1.3799679
1.000      0.62831853       136.95821       1.7210677
1.000      0.69115038       125.58547       2.1005223
1.000      0.75398224       107.35368       2.3311518
1.000      0.81681409       99.286087       2.7411217
1.000      0.87964594       89.110815       3.0727299
1.000      0.94247780       83.181568       3.5278551
1.000       1.0053096       76.491648       3.9371670
1.000       1.0681415       70.229091       4.3358443
1.000       1.1309734       64.379394       4.7181774
1.000       1.1938052       63.534564       5.4762179
1.000       1.2566371       58.918237       5.9231072
1.000       1.3194689       57.413191       6.6815840
1.000       1.3823008       52.664582       7.0468747
1.000       1.4451326       49.865160       7.6241352
1.000       1.5079645       48.206916       8.3743852
1.000       1.5707963       45.232278       8.8813369
1.000       1.6336282       43.902131       9.6965113
1.000       1.6964600       41.789424       10.336358
1.000       1.7592919       40.542127       11.183828
1.000       1.8221237       38.750156       11.876195
1.000       1.8849556       37.504962       12.725134
1.000       1.9477874       36.633147       13.714159
1.000       2.0106193       35.133111       14.466931
1.000       2.0734512       32.940094       14.875669
1.000       2.1362830       32.669982       16.135986
1.000       2.1991149       31.852650       17.161671
1.000       2.2619467       30.159619       17.682482
1.000       2.3247786       29.644172       18.869238
1.000       2.3876104       27.945341       19.269483
1.000       2.4504423       27.541429       20.530057
1.000       2.5132741       26.386328       21.221144
1.000       2.5761060       25.730786       22.285095
1.000       2.6389378       24.355963       22.675822
1.000       2.7017697       23.203229       23.182681
1.000       2.7646015       22.728361       24.329659
1.000       2.8274334       22.134969       25.346986
1.000       2.8902652       21.215282       25.949690
1.000       2.9530971       20.807143       27.146628
1.000       3.0159289       20.079837       27.905754
1.000       3.0787608       19.613058       28.996356
1.000       3.1415927       19.035756       29.901296
1.000       3.2044245       18.524545       30.879336
1.000       3.2672564       18.277668       32.295402
1.000       3.3300882       17.398814       32.550459
1.000       3.3929201       16.987830       33.614685
1.000       3.4557519       16.501444       34.500062
1.000       3.5185838       15.883448       35.052478
1.000       3.5814156       15.643441       36.405477
1.000       3.6442475       15.183203       37.226933
1.000       3.7070793       14.733132       38.024279
1.000       3.7699112       14.499623       39.356849
1.000       3.8327430       13.989837       39.903595
1.000       3.8955749       13.703591       41.041132
1.000       3.9584067       13.369188       42.008439
1.000       4.0212386       13.040580       42.958262
1.000       4.1469023       12.191692       44.045917
1.000       4.2725660       11.804599       46.643147
1.000       4.3982297       11.156062       48.085586
1.000       4.5238934       10.763686       50.485698
1.000       4.6495571       10.114897       51.507028
1.000       4.7752208       9.5251632       52.543992
1.000       4.9008845       9.0316956       53.859580
1.000       5.0265482       8.7891822       56.549438
1.000       5.1522120       8.4526189       58.565615
1.000       5.2778757       8.0385379       59.872141
1.000       5.4035394       7.7109911       61.633300
1.000       5.5292031       7.3661969       63.081383
1.000       5.6548668       7.1153264       65.182681
1.000       5.7805305       6.8116376       66.653795
1.000       5.9061942       6.5836295       68.716148
1.000       6.0318579       6.3583283       70.691389
1.000       6.1575216       6.1699489       72.974253
1.000       6.2831853       5.8732331       73.805223
1.000       6.4088490       5.6076572       74.781098
1.000       6.5345127       5.4204341       76.620319
1.000       6.6601764       5.2691952       78.862719
1.000       6.7858401       5.0344367       79.695173
1.000       6.9115038       4.8796825       81.616785
1.000       7.0371675       4.6416873       81.948274
1.000       7.1628313       4.5818240       85.302709
1.000       7.2884950       4.3893645       86.096497
1.000       7.4141587       4.2803654       88.376486
1.000       7.5398224       4.1158677       89.374784
1.000       7.6654861       4.0395931       92.177936
1.000       7.7911498       3.8511031       92.269904
1.000       7.9168135       3.7206273       93.527142
1.000       8.0424772       3.5873035       94.538324
1.000       8.2938046       3.4244226       98.973518
1.000       8.5451320       3.1479568       99.507395
1.000       8.7964594       2.9993779       103.42491
1.000       9.0477868       2.8613690       107.36710
1.000       9.2991143       2.6974244       109.88649
1.000       9.5504417       2.5104723       110.78885
1.000       9.8017691       2.4080384       114.88070
1.000       10.053096       2.3471698       120.81318
1.000       10.304424       2.1773392       120.68895
1.000       10.555751       2.0971727       124.96026
1.000       10.807079       2.0150547       128.84929
1.000       11.058406       1.8639572       127.69791
1.000       11.309734       1.7881835       131.05073
1.000       11.561061       1.7064366       133.58371
1.000       11.812388       1.6527055       137.99994
1.000       12.063716       1.5709666       139.72705
1.000       12.315043       1.5198495       143.80654
1.000       12.566371       1.4569876       146.47237
1.000       12.817698       1.3952506       148.85128
1.000       13.069025       1.3359022       151.06871
1.000       13.320353       1.2800422       153.26456
1.000       13.571680       1.2319028       156.00825
1.000       13.823008       1.1635809       155.69493
1.000       14.074335       1.1303793       159.65338
1.000       14.325663       1.0916782       162.59570
1.000       14.576990       1.0516417       165.02192
1.000       14.828317       1.0032281       165.70880
1.000       15.079645      0.97689242       169.70332
1.000       15.330972      0.93864621       171.34888
1.000       15.582300      0.90699335       173.84772
1.000       15.833627      0.87974677       176.91684
1.000       16.084954      0.84858034       178.90510
1.000       16.587609      0.79148669       183.00597
1.000       17.090264      0.76136993       192.53615
1.000       17.592919      0.68802481       189.79644
1.000       18.095574      0.64730475       194.31043
1.000       18.598229      0.61986492       202.01427
1.000       19.100883      0.57282833       202.23443
1.000       19.603538      0.55096176       210.27861
1.000       20.106193      0.50516656       208.01487
1.000       20.608848      0.49247492       218.38133
1.000       21.111503      0.46628607       222.26963
1.000       21.614157      0.43745085       223.77649
1.000       22.116812      0.41774160       228.95260
1.000       22.619467      0.39720557       232.88027
1.000       23.122122      0.37250209       233.28243
1.000       23.624777      0.35502321       237.15383
1.000       24.127432      0.33369196       237.43748
1.000       24.630086      0.32076414       242.80290
1.000       25.132741      0.30882012       248.36788
1.000       25.635396      0.29940279       255.53253
1.000       26.138051      0.27926408       252.64164
1.000       26.640706      0.27097996       259.56409
1.000       27.143361      0.25655189       259.91798
1.000       27.646015      0.24783958       265.30080
1.000       28.148670      0.23500679       265.53656
1.000       28.651325      0.22530530       268.45766
1.000       29.153980      0.21588471       271.01023
1.000       29.656635      0.20827030       275.20937
1.000       30.159289      0.20199666       280.72285
1.000       30.661944      0.19198499       280.37327
1.000       31.164599      0.18311481       280.78788
1.000       31.667254      0.17659547       284.10641
1.000       32.169909      0.17196037       290.03346
1.000       33.175218      0.15799124       292.24335
1.000       34.180528      0.14507853       293.50109
1.000       35.185838      0.13818915       304.96352
1.000       36.191147      0.12732356       305.76381
1.000       37.196457      0.12177277       317.48644
1.000       38.201767      0.11300014       319.15347
1.000       39.207076      0.10612248       324.01940
1.000       40.212386     0.099963459       329.29949
1.000       41.217696     0.092673487       328.75842
1.000       42.223005     0.087616131       334.11945
1.000       43.228315     0.082037879       335.72958
1.000       44.233625     0.077232972       338.63402
1.000       45.238934     0.073121150       342.96545
1.000       46.244244     0.068962983       345.50899
1.000       47.249554     0.066073365       353.09357
1.000       48.254863     0.061486336       350.00330
1.000       49.260173     0.059145842       358.16428
1.000       50.265482     0.055449101       356.75850
1.000       51.270792     0.051713546       353.08938
1.000       52.276102     0.051213160       370.64779
1.000       53.281411     0.047330915       362.69563
1.000       54.286721     0.045861408       371.70506
1.000       55.292031     0.043597778       373.35523
1.000       56.297340     0.040922237       369.90760
1.000       57.302650     0.039615656       377.62543
1.000       58.307960     0.036848086       370.05709
1.000       59.313269     0.035335055       373.53527
1.000       60.318579     0.033918366       377.10169
1.000       61.323889     0.032345324       377.89472
1.000       62.329198     0.030914537       379.23431
1.000       63.334508     0.030048758       386.73902
1.000       64.339818     0.028042421       378.37744
1.000       66.350437     0.025552801       378.12912
1.000       68.361056     0.024516717       396.78831
1.000       70.371675     0.022523080       397.64151
1.000       72.382295     0.019883018       381.98790
1.000       74.392914     0.018363385       383.01671
1.000       76.403533     0.017330403       391.57888
1.000       78.414153     0.016105334       393.39005
1.000       80.424772     0.014731205       388.22012
1.000       82.435391     0.013462578       382.06706
1.000       84.446011     0.012829766       391.40503
1.000       86.456630     0.011839167       387.60226
1.000       88.467249     0.011193772       392.63978
1.000       90.477868     0.010278394       385.67599
1.000       92.488488    0.0098062534       393.03969
1.000       94.499107    0.0089954467       384.57062
1.000       96.509726    0.0084475531       384.69314
1.000       98.520346    0.0079297391       384.15540
1.000       100.53096    0.0075139708       386.75801
1.000       102.54158    0.0070026074       382.49883
1.000       104.55220    0.0065770102       380.80123
1.000       106.56282    0.0062888697       385.53162
1.000       108.57344    0.0057837626       375.01750
1.000       110.58406    0.0052880712       362.28067
1.000       112.59468    0.0051538106       372.69394
1.000       114.60530    0.0048642553       370.93749
1.000       116.61592    0.0046799795       375.99990
1.000       118.62654    0.0044297565       374.62408
1.000       120.63716    0.0041909625       372.75830
1.000       122.64778    0.0038135523       356.43391
1.000       124.65840    0.0037356759       366.60979
1.000       126.66902    0.0035368569       364.16561
1.000       128.67964    0.0033374220       360.25568
1.000       132.70087    0.0029955641       354.62572
1.000       136.72211    0.0027135962       351.34337
1.000       140.74335    0.0022345249       315.60155
1.000       144.76459    0.0022018969       338.41863
1.000       148.78583    0.0018703444       312.08762
1.000       152.80707    0.0018265302       330.16227
1.000       156.82831    0.0016518675       322.78907
1.000       160.84954    0.0015388900       324.44221
1.000       164.87078    0.0012073662       274.11978
1.000       168.89202    0.0012388375       302.35141
1.000       172.91326    0.0010230487       267.94859
1.000       176.93450   0.00096986228       272.15598
1.000       180.95574   0.00085200382       255.75779
1.000       184.97698   0.00093907821       301.10991
1.000       188.99821   0.00088921967       304.12521
1.000       193.01945   0.00075218334       274.02943
1.000       197.04069   0.00069790175       270.47823
1.000       201.06193   0.00065472225       269.59814
1.000       205.08317   0.00052876233       231.05790
1.000       209.10441   0.00060060601       278.19511
1.000       213.12565   0.00063427971       311.07006
1.000       217.14688   0.00052757405       273.66200
1.000       221.16812   0.00035175055       192.78473
1.000       225.18936   0.00042729348       247.19525
1.000       229.21060   0.00038433540       234.46863
1.000       233.23184   0.00031853004       204.73126
1.000       237.25308   0.00027983854       189.32734
1.000       241.27432   0.00034151633       243.00489
1.000       245.29555   0.00038027240       284.33747
1.000       249.31679   0.00035300585       277.14482
1.000       253.33803   0.00031686209       261.00073
1.000       257.35927   0.00025691418       221.85938
1.000       265.40175   0.00026091109       247.10079
1.000       273.44422   0.00023361867       241.98257
1.000       281.48670   0.00013981015       157.97290
1.000       289.52918   0.00014653771       180.17589
1.000       297.57166   0.00039103930       521.99381
1.000       305.61413   9.5869585e-05       138.63453
1.000       313.65661   0.00017921951       280.16823
1.000       321.69909   9.6810391e-05       163.28328
1.000       329.74156   8.9190446e-05       161.99801
1.000       337.78404   1.4766274e-05       28.830924
1.000       345.82652   0.00011521543       241.41028
1.000       353.86900   6.2290956e-05       139.83722
1.000       361.91147   2.1637265e-05       51.961260
1.000       369.95395  -7.3307720e-06      -18.804551
1.000       377.99643   3.2698395e-05       89.466364
1.000       386.03891   0.00012217909       356.09049
1.000       394.08138   3.7666266e-05       116.78326
1.000       402.12386   9.1806646e-05       302.42933
1.000       410.16634  -4.6591358e-06      -16.287546
1.000       418.20881   2.3839526e-05       88.337970
1.000       426.25129  -4.4458410e-05      -174.43005
1.000       434.29377   3.9815323e-05       165.22330
1.000       442.33625   9.0084338e-05       394.98184
1.000       450.37872   5.4739734e-05       253.34162
1.000       458.42120  -1.3320523e-05      -65.010815
1.000       466.46368   7.3231779e-05       376.55060
1.000       474.50615   5.6973796e-05       308.36918
1.000       482.54863   3.3852245e-06       19.269968
1.000       490.59111   2.7878832e-07       1.6676459
1.000       498.63359   7.7210756e-05       484.94518
1.000       506.67606   7.3393795e-06       48.363839
1.000       514.71854  -6.8125748e-05      -470.64233
1.250     0.062831853       913.28030     0.011476619
1.250      0.12566371       1475.2851      0.14831183
1.250      0.18849556       577.00284      0.19577245
1.250      0.25132741       425.96305      0.34257981
1.250      0.31415927       292.68828      0.45975368
1.250      0.37699112       219.96316      0.59705395
1.250      0.43982297       169.50156      0.73059668
1.250      0.50265482       138.20905      0.88923453
1.250      0.56548668       113.58939       1.0405792
1.250      0.62831853       103.20253       1.2968813
1.250      0.69115038       93.944228       1.5712961
1.250      0.75398224       78.291522       1.7000760
1.250      0.81681409       72.770643       2.0090749
1.250      0.87964594       64.435147       2.2218605
1.250      0.94247780       59.864220       2.5389314
1.250       1.0053096       54.876684       2.8246046
1.250       1.0681415       50.159799       3.0967947
1.250       1.1309734       46.106984       3.3790459
1.250       1.1938052       45.499690       3.9217427
1.250       1.2566371       41.939317       4.2162001
1.250       1.3194689       40.854845       4.7545708
1.250       1.3823008       37.457355       5.0120456
1.250       1.4451326       34.892072       5.3348244
1.250       1.5079645       34.426119       5.9804196
1.250       1.5707963       31.721020       6.2284078
1.250       1.6336282       30.742041       6.7898879
1.250       1.6964600       29.519569       7.3014844
1.250       1.7592919       28.336164       7.8167283
1.250       1.8221237       27.498659       8.4278225
1.250       1.8849556       26.521671       8.9985909
1.250       1.9477874       25.875836       9.6870007
1.250       2.0106193       24.967086       10.280818
1.250       2.0734512       23.299741       10.522109
1.250       2.1362830       22.957670       11.338991
1.250       2.1991149       22.054193       11.882427
1.250       2.2619467       21.128040       12.387298
1.250       2.3247786       20.323907       12.936662
1.250       2.3876104       19.590488       13.508462
1.250       2.4504423       19.251903       14.350841
1.250       2.5132741       18.232608       14.663534
1.250       2.5761060       17.887603       15.492218
1.250       2.6389378       17.081830       15.903479
1.250       2.7017697       16.655441       16.640691
1.250       2.7646015       16.316039       17.465564
1.250       2.8274334       15.601374       17.865297
1.250       2.8902652       15.423988       18.866010
1.250       2.9530971       15.382889       20.069722
1.250       3.0159289       14.660538       20.374336
1.250       3.0787608       14.480837       21.408773
1.250       3.1415927       13.914647       21.857076
1.250       3.2044245       13.468420       22.451070
1.250       3.2672564       12.966392       22.910736
1.250       3.3300882       12.617595       23.605546
1.250       3.3929201       12.145799       24.033511
1.250       3.4557519       11.854756       24.785094
1.250       3.5185838       11.633666       25.673822
1.250       3.5814156       11.450753       26.648236
1.250       3.6442475       11.186563       27.427771
1.250       3.7070793       10.758369       27.765936
1.250       3.7699112       10.474778       28.432069
1.250       3.8327430       10.263208       29.274028
1.250       3.8955749       9.9993108       29.947116
1.250       3.9584067       9.7077232       30.503445
1.250       4.0212386       9.5512931       31.463857
1.250       4.1469023       9.0897206       32.839173
1.250       4.2725660       8.6518850       34.185925
1.250       4.3982297       8.3930834       36.176414
1.250       4.5238934       8.1228696       38.099286
1.250       4.6495571       7.5531033       38.461875
1.250       4.7752208       7.2501385       39.994194
1.250       4.9008845       6.9156369       41.240684
1.250       5.0265482       6.6242886       42.620552
1.250       5.1522120       6.3692907       44.130870
1.250       5.2778757       6.0756641       45.252385
1.250       5.4035394       5.7690965       46.111900
1.250       5.5292031       5.7093224       48.892523
1.250       5.6548668       5.3815651       49.299895
1.250       5.7805305       5.1794569       50.682446
1.250       5.9061942       4.9509943       51.675638
1.250       6.0318579       4.7961596       53.323321
1.250       6.1575216       4.6067592       54.485833
1.250       6.2831853       4.4261501       55.620643
1.250       6.4088490       4.2642720       56.866340
1.250       6.5345127       4.1923075       59.260187
1.250       6.6601764       3.9864822       59.664676
1.250       6.7858401       3.8249340       60.548736
1.250       6.9115038       3.7450933       62.639828
1.250       7.0371675       3.5973532       63.510716
1.250       7.1628313       3.4712360       64.626190
1.250       7.2884950       3.3992296       66.675200
1.250       7.4141587       3.2766068       67.651934
1.250       7.5398224       3.1735582       68.912829
1.250       7.6654861       3.0354175       69.264036
1.250       7.7911498       2.9433721       70.521265
1.250       7.9168135       2.8690608       72.120920
1.250       8.0424772       2.7600162       72.736334
1.250       8.2938046       2.6105604       75.451069
1.250       8.5451320       2.4684917       78.029398
1.250       8.7964594       2.3133210       79.768213
1.250       9.0477868       2.1462356       80.533158
1.250       9.2991143       2.0699740       84.325689
1.250       9.5504417       1.9709844       86.980884
1.250       9.8017691       1.8758257       89.490338
1.250       10.053096       1.7746928       91.346731
1.250       10.304424       1.6820781       93.236843
1.250       10.555751       1.5881993       94.633024
1.250       10.807079       1.5198041       97.181323
1.250       11.058406       1.4476222       99.175207
1.250       11.309734       1.3777860       100.97391
1.250       11.561061       1.3097667       102.53149
1.250       11.812388       1.2590375       105.12889
1.250       12.063716       1.1974656       106.50662
1.250       12.315043       1.1648943       110.22106
1.250       12.566371       1.0996771       110.55160
1.250       12.817698       1.0593109       113.01181
1.250       13.069025       1.0149286       114.77184
1.250       13.320353      0.99425772       119.04644
1.250       13.571680      0.93201925       118.03098
1.250       13.823008      0.90419589       120.98748
1.250       14.074335      0.87206253       123.16904
1.250       14.325663      0.83135150       123.82236
1.250       14.576990      0.80790435       126.77504
1.250       14.828317      0.77997990       128.83364
1.250       15.079645      0.75400792       130.98438
1.250       15.330972      0.72218447       131.83402
1.250       15.582300      0.69783248       133.75687
1.250       15.833627      0.67887934       136.52245
1.250       16.084954      0.65905877       138.94851
1.250       16.587609      0.60331274       139.49677
1.250       17.090264      0.57587806       145.62875
1.250       17.592919      0.54081612       149.18790
1.250       18.095574      0.49983973       150.04382
1.250       18.598229      0.47160383       153.69591
1.250       19.100883      0.44134273       155.81404
1.250       19.603538      0.42147266       160.85814
1.250       20.106193      0.39862905       164.14541
1.250       20.608848      0.38311458       169.88697
1.250       21.111503      0.35672112       170.04212
1.250       21.614157      0.33469382       171.21148
1.250       22.116812      0.32270851       176.86760
1.250       22.619467      0.30507049       178.86179
1.250       23.122122      0.28896058       180.96389
1.250       23.624777      0.27329596       182.56041
1.250       24.127432      0.25800580       183.58323
1.250       24.630086      0.24840487       188.03044
1.250       25.132741      0.23970204       192.77982
1.250       25.635396      0.22274074       190.10346
1.250       26.138051      0.21829363       197.48355
1.250       26.640706      0.20736395       198.62810
1.250       27.143361      0.19950635       202.12398
1.250       27.646015      0.19161790       205.11809
1.250       28.148670      0.18016602       203.57142
1.250       28.651325      0.17503507       208.55925
1.250       29.153980      0.16788836       210.75816
1.250       29.656635      0.16054045       212.13891
1.250       30.159289      0.15349165       213.31349
1.250       30.661944      0.14918923       217.87471
1.250       31.164599      0.14218084       218.01981
1.250       31.667254      0.13572597       218.35565
1.250       32.169909      0.13158606       221.93696
1.250       33.175218      0.12263855       226.84992
1.250       34.180528      0.11378701       230.19677
1.250       35.185838      0.10687402       235.85555
1.250       36.191147     0.098804261       237.27555
1.250       37.196457     0.092123445       240.18460
1.250       38.201767     0.085498917       241.48003
1.250       39.207076     0.081134083       247.72336
1.250       40.212386     0.075395639       248.36821
1.250       41.217696     0.071209194       252.61402
1.250       42.223005     0.066940930       255.27567
1.250       43.228315     0.063393642       259.43041
1.250       44.233625     0.058570085       256.80513
1.250       45.238934     0.055747458       261.47635
1.250       46.244244     0.052641641       263.73801
1.250       47.249554     0.050002859       267.21339
1.250       48.254863     0.047393088       269.77924
1.250       49.260173     0.044670082       270.50469
1.250       50.265482     0.042500769       273.44917
1.250       51.270792     0.040890350       279.19085
1.250       52.276102     0.038085353       275.63720
1.250       53.281411     0.036411073       279.01715
1.250       54.286721     0.034302100       278.01729
1.250       55.292031     0.032815040       281.01586
1.250       56.297340     0.030877879       279.11383
1.250       57.302650     0.029359358       279.86006
1.250       58.307960     0.028424261       285.45849
1.250       59.313269     0.027504160       290.75302
1.250       60.318579     0.025473717       283.21476
1.250       61.323889     0.024432306       285.44588
1.250       62.329198     0.023520640       288.53201
1.250       63.334508     0.022609997       290.99931
1.250       64.339818     0.021811596       294.30469
1.250       66.350437     0.019400025       287.08065
1.250       68.361056     0.017974984       290.91430
1.250       70.371675     0.016291632       287.62625
1.250       72.382295     0.015610003       299.89572
1.250       74.392914     0.014390187       300.14521
1.250       76.403533     0.012722430       287.46215
1.250       78.414153     0.012144856       296.65113
1.250       80.424772     0.011003213       289.97416
1.250       82.435391     0.010291463       292.07104
1.250       84.446011    0.0095869582       292.47483
1.250       86.456630    0.0089578378       293.27049
1.250       88.467249    0.0079869687       280.15593
1.250       90.477868    0.0077661522       291.40919
1.250       92.488488    0.0071422499       286.26505
1.250       94.499107    0.0068443639       292.60818
1.250       96.509726    0.0062671664       285.40051
1.250       98.520346    0.0058785601       284.78624
1.250       100.53096    0.0053535278       275.55600
1.250       102.54158    0.0053928004       294.56740
1.250       104.55220    0.0047700276       276.17904
1.250       106.56282    0.0045304172       277.73180
1.250       108.57344    0.0041903401       271.70045
1.250       110.58406    0.0039488356       270.53093
1.250       112.59468    0.0038222109       276.40031
1.250       114.60530    0.0036002233       274.54517
1.250       116.61592    0.0033799211       271.55033
1.250       118.62654    0.0032027254       270.85418
1.250       120.63716    0.0029631249       263.55029
1.250       122.64778    0.0028535625       266.70840
1.250       124.65840    0.0026046724       255.61596
1.250       126.66902    0.0024652999       253.83482
1.250       128.67964    0.0023017421       248.45994
1.250       132.70087    0.0020698050       245.03101
1.250       136.72211    0.0017298334       223.97049
1.250       140.74335    0.0018845258       266.16810
1.250       144.76459    0.0015065823       231.55285
1.250       148.78583    0.0015833007       264.19121
1.250       152.80707    0.0013061831       236.10470
1.250       156.82831    0.0011452643       223.79447
1.250       160.84954    0.0010006835       210.97283
1.250       164.87078    0.0010967644       249.00879
1.250       168.89202   0.00094040911       229.51680
1.250       172.91326   0.00074185282       194.30005
1.250       176.93450   0.00064473964       180.92234
1.250       180.95574   0.00069159089       207.60442
1.250       184.97698   0.00065930147       211.40114
1.250       188.99821   0.00058441196       199.87683
1.250       193.01945   0.00055890393       203.61542
1.250       197.04069   0.00053937690       209.04047
1.250       201.06193   0.00039029116       160.71208
1.250       205.08317   0.00048238603       210.79244
1.250       209.10441   0.00052897854       245.01793
1.250       213.12565   0.00036458523       178.80369
1.250       217.14688   0.00033415189       173.33050
1.250       221.16812   0.00025727555       141.00560
1.250       225.18936   0.00032616508       188.69106
1.250       229.21060   0.00034286689       209.17024
1.250       233.23184   0.00033468323       215.11353
1.250       237.25308   0.00029030357       196.40756
1.250       241.27432   0.00027808415       197.86992
1.250       245.29555   0.00021866902       163.50331
1.250       249.31679   0.00019260809       151.21657
1.250       253.33803   0.00028012069       230.73667
1.250       257.35927   0.00017450610       150.69551
1.250       265.40175   9.1658158e-05       86.806595
1.250       273.44422   0.00013877004       143.73822
1.250       281.48670   0.00013915645       157.23428
1.250       289.52918   0.00016429516       202.00962
1.250       297.57166   0.00014673097       195.86946
1.250       305.61413   0.00021406883       309.55940
1.250       313.65661   0.00015748803       246.19609
1.250       321.69909   7.0305271e-05       118.57896
1.250       329.74156   8.8492923e-06       16.073109
1.250       337.78404   5.9524859e-05       116.22138
1.250       345.82652  -4.5065741e-05      -94.426014
1.250       353.86900   0.00010494384       235.58885
1.250       361.91147   3.9661701e-05       95.246418
1.250       369.95395   0.00010234703       262.53580
1.250       377.99643  -2.0019720e-05      -54.776130
1.250       386.03891  -2.4278046e-05      -70.758270
1.250       394.08138  -3.7357469e-05      -115.82584
1.250       402.12386   0.00011722291       386.15554
1.250       410.16634   1.9542796e-05       68.318294
1.250       418.20881   6.5092719e-05       241.20273
1.250       426.25129   3.7462015e-05       146.98009
1.250       434.29377   3.0086274e-05       124.85026
1.250       442.33625   3.7328181e-05       163.66834
1.250       450.37872   6.9936857e-05       323.67560
1.250       458.42120   0.00011884157       580.00631
1.250       466.46368  -2.6949517e-05      -138.57176
1.250       474.50615   6.9078610e-05       373.88617
1.250       482.54863  -2.7621654e-05      -157.23282
1.250       490.59111   6.5845546e-05       393.87252
1.250       498.63359   4.3794616e-05       275.06515
1.250       506.67606  -5.0704068e-05      -334.12135
1.250       514.71854   1.1740247e-05       81.106735
1.500     0.062831853       758.46083    0.0095310998
1.500      0.12566371       1224.2802      0.12307807
1.500      0.18849556       476.31199      0.16160885
1.500      0.25132741       346.45947      0.27863924
1.500      0.31415927       234.66837      0.36861621
1.500      0.37699112       175.69103      0.47688449
1.500      0.43982297       133.76234      0.57655116
1.500      0.50265482       107.76377      0.69335012
1.500      0.56548668       87.761329      0.80397137
1.500      0.62831853       79.545092      0.99959311
1.500      0.69115038       71.600568       1.1975796
1.500      0.75398224       58.586800       1.2721941
1.500      0.81681409       54.651903       1.5088470
1.500      0.87964594       47.976257       1.6543231
1.500      0.94247780       44.323305       1.8798179
1.500       1.0053096       40.481356       2.0836504
1.500       1.0681415       36.923069       2.2795778
1.500       1.1309734       33.990854       2.4910902
1.500       1.1938052       33.443301       2.8825696
1.500       1.2566371       30.489162       3.0651049
1.500       1.3194689       29.506918       3.4339313
1.500       1.3823008       27.293942       3.6521127
1.500       1.4451326       25.157078       3.8463923
1.500       1.5079645       24.800381       4.3082604
1.500       1.5707963       22.767578       4.4704034
