# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.000       8.2938046       1.2329677       35.635540
2.000       8.5451320       1.1774155       37.218282
2.000       8.7964594       1.1184171       38.565394
2.000       9.0477868       1.0613389       39.824599
2.000       9.2991143      0.98670654       40.196016
2.000       9.5504417      0.96338809       42.514972
2.000       9.8017691      0.89872681       42.875713
2.000       10.053096      0.86152405       44.344240
2.000       10.304424      0.82723266       45.853140
2.000       10.555751      0.79742763       47.514809
2.000       10.807079      0.74689375       47.758868
2.000       11.058406      0.70769166       48.483275
2.000       11.309734      0.67764166       49.662374
2.000       11.561061      0.65040438       50.915122
2.000       11.812388      0.63144505       52.725290
2.000       12.063716      0.60300020       53.632866
2.000       12.315043      0.58381180       55.239653
2.000       12.566371      0.55410114       55.704323
2.000       12.817698      0.52793877       56.322759
2.000       13.069025      0.50365701       56.955380
2.000       13.320353      0.48766391       58.389945
2.000       13.571680      0.47159187       59.722424
2.000       13.823008      0.45474828       60.848374
2.000       14.074335      0.43652086       61.653669
2.000       14.325663      0.42356633       63.086414
2.000       14.576990      0.40727208       63.908475
2.000       14.828317      0.39468228       65.191879
2.000       15.079645      0.37668234       65.436317
2.000       15.330972      0.36501844       66.633734
2.000       15.582300      0.35045274       67.172941
2.000       15.833627      0.33644516       67.659031
2.000       16.084954      0.32677544       68.893645
2.000       16.587609      0.31270012       72.301898
2.000       17.090264      0.28742743       72.685000
2.000       17.592919      0.26762134       73.825212
2.000       18.095574      0.25546510       76.686498
2.000       18.598229      0.23833757       77.674327
2.000       19.100883      0.22337774       78.862495
2.000       19.603538      0.20932833       79.891699
2.000       20.106193      0.19718397       81.195396
2.000       20.608848      0.19184812       85.072452
2.000       21.111503      0.18129231       86.418569
2.000       21.614157      0.17191410       87.942069
2.000       22.116812      0.16360819       89.669119
2.000       22.619467      0.15422917       90.424035
2.000       23.122122      0.14594561       91.399613
2.000       23.624777      0.14019996       93.652915
2.000       24.127432      0.13540424       96.346466
2.000       24.630086      0.12702351       96.150640
2.000       25.132741      0.12023530       96.698964
2.000       25.635396      0.11479967       97.978549
2.000       26.138051      0.10900850       98.616642
2.000       26.640706      0.10440423       100.00587
2.000       27.143361     0.099664991       100.97265
2.000       27.646015     0.095510513       102.23958
2.000       28.148670     0.093195565       105.30261
2.000       28.651325     0.089657189       106.82909
2.000       29.153980     0.084353360       105.89274
2.000       29.656635     0.081638146       107.87703
2.000       30.159289     0.078089598       108.52424
2.000       30.661944     0.074988548       109.51265
2.000       31.164599     0.073448059       112.62511
2.000       31.667254     0.070124963       112.81689
2.000       32.169909     0.067585513       113.99173
2.000       33.175218     0.063722249       117.86985
2.000       34.180528     0.057309132       115.93922
2.000       35.185838     0.053913878       118.98015
2.000       36.191147     0.050806885       122.01125
2.000       37.196457     0.046703694       121.76605
2.000       38.201767     0.044077666       124.49135
2.000       39.207076     0.040550498       123.81117
2.000       40.212386     0.038353234       126.34317
2.000       41.217696     0.035870794       127.25134
2.000       42.223005     0.033662869       128.37156
2.000       43.228315     0.032092603       131.33489
2.000       44.233625     0.029904863       131.12022
2.000       45.238934     0.028449228       133.43748
2.000       46.244244     0.026029543       130.40969
2.000       47.249554     0.025011960       133.66297
2.000       48.254863     0.023916261       136.14033
2.000       49.260173     0.022160356       134.19452
2.000       50.265482     0.021428664       137.87163
2.000       51.270792     0.020247262       138.24411
2.000       52.276102     0.019191691       138.89707
2.000       53.281411     0.017919863       137.31947
2.000       54.286721     0.016984388       137.65785
2.000       55.292031     0.016282258       139.43523
2.000       56.297340     0.015337518       138.64014
2.000       57.302650     0.014584204       139.01994
2.000       58.307960     0.014059300       141.19440
2.000       59.313269     0.013498234       142.69305
2.000       60.318579     0.012834008       142.68748
2.000       61.323889     0.012045298       140.72682
2.000       62.329198     0.011609723       142.41861
2.000       63.334508     0.010957453       141.02661
2.000       64.339818     0.010763448       145.23161
2.000       66.350437    0.0097941790       144.93379
2.000       68.361056    0.0087146860       141.04195
2.000       70.371675    0.0083173337       146.84124
2.000       72.382295    0.0075421888       144.89877
2.000       74.392914    0.0066462682       138.62541
2.000       76.403533    0.0063212938       142.82906
2.000       78.414153    0.0059035125       144.19962
2.000       80.424772    0.0052241187       137.67428
2.000       82.435391    0.0049318012       139.96419
2.000       84.446011    0.0044967752       137.18570
2.000       86.456630    0.0041781607       136.78873
2.000       88.467249    0.0038698946       135.74285
2.000       90.477868    0.0037843563       142.00033
2.000       92.488488    0.0033842841       135.64385
2.000       94.499107    0.0032165738       137.51399
2.000       96.509726    0.0028147927       128.18285
2.000       98.520346    0.0029228955       141.59937
2.000       100.53096    0.0024426984       125.73021
2.000       102.54158    0.0022932930       125.26504
2.000       104.55220    0.0022433812       129.88916
2.000       106.56282    0.0020791344       127.45884
2.000       108.57344    0.0019131442       124.04772
2.000       110.58406    0.0018620312       127.56597
2.000       112.59468    0.0017522648       126.71371
2.000       114.60530    0.0015792193       120.42782
2.000       116.61592    0.0014500226       116.49803
2.000       118.62654    0.0014391504       121.70881
2.000       120.63716    0.0012632995       112.36211
2.000       122.64778    0.0011782935       110.12928
2.000       124.65840    0.0012919018       126.78398
2.000       126.66902    0.0011213831       115.46103
2.000       128.67964    0.0011085331       119.65983
2.000       132.70087   0.00099596939       117.90646
2.000       136.72211   0.00085689628       110.94680
2.000       140.74335   0.00078055565       110.24472
2.000       144.76459   0.00057784043       88.810683
2.000       148.78583   0.00055518527       92.638795
2.000       152.80707   0.00057217385       103.42573
2.000       156.82831   0.00043118671       84.257579
2.000       160.84954   0.00052957636       111.64990
2.000       164.87078   0.00036023345       81.787210
2.000       168.89202   0.00043133442       105.27173
2.000       172.91326   0.00042183327       110.48313
2.000       176.93450   0.00037120668       104.16543
2.000       180.95574   0.00035356865       106.13560
2.000       184.97698   0.00027542302       88.312772
2.000       188.99821   0.00032020506       109.51448
2.000       193.01945   0.00026198334       95.443680
2.000       197.04069   9.8897540e-05       38.328649
2.000       201.06193   0.00017116088       70.479744
2.000       205.08317   0.00023345473       102.01475
2.000       209.10441   0.00020313009       94.087965
2.000       213.12565   0.00019734894       96.785921
2.000       217.14688   0.00016501504       85.596223
2.000       221.16812   0.00016862597       92.419223
2.000       225.18936   0.00013247060       76.636097
2.000       229.21060   0.00012702368       77.492386
2.000       233.23184   6.2125808e-05       39.930598
2.000       237.25308   0.00011534510       78.037793
2.000       241.27432  -2.2508773e-05      -16.016048
2.000       245.29555   7.2971872e-05       54.562565
2.000       249.31679   6.7488580e-05       52.985269
2.000       253.33803   7.9151906e-05       65.197780
2.000       257.35927   8.7943425e-05       75.943933
2.000       265.40175   1.7885989e-05       16.939264
2.000       273.44422   0.00020091662       208.10973
2.000       281.48670   4.3441342e-05       49.084813
2.000       289.52918   0.00019057612       234.32345
2.000       297.57166   0.00010180618       135.89988
2.000       305.61413   9.1568287e-05       132.41453
2.000       313.65661   0.00015308768       239.31716
2.000       321.69909   0.00015476880       261.03766
2.000       329.74156   1.6526038e-05       30.016502
2.000       337.78404   0.00017532231       342.31412
2.000       345.82652   3.6116128e-06       7.5673936
2.000       353.86900  -4.0385343e-05      -90.661224
2.000       361.91147  -3.5044501e-05      -84.158348
2.000       369.95395   0.00010486656       268.99877
2.000       377.99643  -5.1349267e-05      -140.49718
2.000       386.03891   6.0325693e-05       175.81900
2.000       394.08138   1.9771652e-06       6.1301481
2.000       402.12386  -5.0515537e-05      -166.40821
2.000       410.16634   4.5722128e-05       159.83679
2.000       418.20881  -6.9908026e-06      -25.904597
2.000       426.25129   1.3786056e-05       54.088809
2.000       434.29377   1.2978036e-05       53.855495
2.000       442.33625   3.0713694e-05       134.66660
2.000       450.37872  -2.8994316e-05      -134.18894
2.000       458.42120  -7.3283534e-05      -357.66030
2.000       466.46368  -1.2409696e-05      -63.809434
2.000       474.50615   2.7888759e-05       150.94718
2.000       482.54863   3.1813979e-05       181.09711
2.000       490.59111   6.0737842e-06       36.331944
2.000       498.63359   0.00012879979       808.96550
2.000       506.67606   3.7068928e-05       244.27074
2.000       514.71854  -4.4816454e-05      -309.61157
2.250     0.062831853       467.21663    0.0058712174
2.250      0.12566371       751.17462     0.075516309
2.250      0.18849556       290.21753     0.098468489
2.250      0.25132741       203.69703      0.16382287
2.250      0.31415927       133.65999      0.20995262
2.250      0.37699112       99.128284      0.26906748
2.250      0.43982297       73.711564      0.31771638
2.250      0.50265482       58.331815      0.37530583
2.250      0.56548668       46.080589      0.42213894
2.250      0.62831853       41.091936      0.51637649
2.250      0.69115038       36.016490      0.60240603
2.250      0.75398224       28.869179      0.62688523
2.250      0.81681409       26.694471      0.73698941
2.250      0.87964594       23.509540      0.81065880
2.250      0.94247780       21.189830      0.89869250
2.250       1.0053096       19.226632      0.98963038
2.250       1.0681415       17.326629       1.0697215
2.250       1.1309734       15.868309       1.1629419
2.250       1.1938052       15.164185       1.3070426
2.250       1.2566371       13.683047       1.3755699
2.250       1.3194689       12.907812       1.5021745
2.250       1.3823008       12.126413       1.6225955
2.250       1.4451326       11.105845       1.6980286
2.250       1.5079645       10.605153       1.8423008
2.250       1.5707963       9.9405187       1.9518163
2.250       1.6336282       9.4287159       2.0824878
2.250       1.6964600       9.0948212       2.2495483
2.250       1.7592919       8.7778310       2.4214258
2.250       1.8221237       8.1947795       2.5115460
2.250       1.8849556       7.8917834       2.6776190
2.250       1.9477874       7.4985351       2.8071872
2.250       2.0106193       7.2968639       3.0046649
2.250       2.0734512       6.8280644       3.0835379
2.250       2.1362830       6.6593285       3.2890998
2.250       2.1991149       6.3795898       3.4372154
2.250       2.2619467       6.0652609       3.5560417
2.250       2.3247786       6.0307829       3.8387403
2.250       2.3876104       5.7132503       3.9395254
2.250       2.4504423       5.6578667       4.2175127
2.250       2.5132741       5.3501933       4.3028808
2.250       2.5761060       5.3212859       4.6086957
2.250       2.6389378       5.0301270       4.6831351
2.250       2.7017697       4.9387606       4.9343870
2.250       2.7646015       4.8503717       5.1920984
2.250       2.8274334       4.6708127       5.3485968
2.250       2.8902652       4.5612501       5.5791398
2.250       2.9530971       4.4067702       5.7494174
2.250       3.0159289       4.3055002       5.9835261
2.250       3.0787608       4.1470102       6.1310267
2.250       3.1415927       4.0671596       6.3886794
2.250       3.2044245       3.9520692       6.5878687
2.250       3.2672564       3.9057905       6.9012672
2.250       3.3300882       3.8048671       7.1183110
2.250       3.3929201       3.6933075       7.3081359
2.250       3.4557519       3.5849249       7.4951097
2.250       3.5185838       3.5091717       7.7442358
2.250       3.5814156       3.3992695       7.9107932
2.250       3.6442475       3.3143474       8.1262818
2.250       3.7070793       3.2578973       8.4082050
2.250       3.7699112       3.1510060       8.5528892
2.250       3.8327430       3.0895672       8.8124571
2.250       3.8955749       3.0278133       9.0680525
2.250       3.9584067       2.9342576       9.2199751
2.250       4.0212386       2.9207736       9.6216085
2.250       4.1469023       2.7686436       10.002504
2.250       4.2725660       2.6798571       10.588836
2.250       4.3982297       2.5624181       11.044701
2.250       4.5238934       2.4806695       11.635265
2.250       4.6495571       2.4177300       12.311553
2.250       4.7752208       2.2983476       12.678456
2.250       4.9008845       2.2204262       13.241281
2.250       5.0265482       2.1599901       13.897337
2.250       5.1522120       2.0811536       14.419678
2.250       5.2778757       1.9785372       14.736419
2.250       5.4035394       1.9048450       15.225265
2.250       5.5292031       1.8762770       16.067742
2.250       5.6548668       1.8231684       16.701835
2.250       5.7805305       1.7706478       17.326288
2.250       5.9061942       1.6638972       17.366804
2.250       6.0318579       1.6325358       18.150403
2.250       6.1575216       1.5795075       18.681416
2.250       6.2831853       1.5327435       19.261023
2.250       6.4088490       1.4946655       19.932161
2.250       6.5345127       1.4448541       20.423674
2.250       6.6601764       1.3844331       20.720462
2.250       6.7858401       1.3324500       21.092695
2.250       6.9115038       1.3169583       22.027233
2.250       7.0371675       1.2816629       22.627560
2.250       7.1628313       1.2377024       23.043086
2.250       7.2884950       1.2099203       23.732341
2.250       7.4141587       1.1474778       23.691916
2.250       7.5398224       1.1363930       24.676420
2.250       7.6654861       1.1012239       25.128408
2.250       7.7911498       1.0737702       25.726830
2.250       7.9168135       1.0450590       26.270136
2.250       8.0424772       1.0253264       27.021032
2.250       8.2938046      0.96555224       27.906633
2.250       8.5451320      0.92259765       29.163452
2.250       8.7964594      0.88255582       30.432396
2.250       9.0477868      0.82414176       30.924256
2.250       9.2991143      0.78198270       31.856067
2.250       9.5504417      0.74361760       32.816351
2.250       9.8017691      0.70664720       33.712139
2.250       10.053096      0.67804212       34.900085
2.250       10.304424      0.64116689       35.539597
2.250       10.555751      0.60301598       35.930771
2.250       10.807079      0.58739929       37.560263
2.250       11.058406      0.55358842       37.925810
2.250       11.309734      0.54250630       39.758699
2.250       11.561061      0.52627560       41.198041
2.250       11.812388      0.49525262       41.353302
2.250       12.063716      0.47490321       42.239489
2.250       12.315043      0.45490409       43.042543
2.250       12.566371      0.42853849       43.081388
2.250       12.817698      0.41646380       44.430134
2.250       13.069025      0.39805827       45.013887
2.250       13.320353      0.37899133       45.378144
2.250       13.571680      0.37011092       46.870870
2.250       13.823008      0.35977957       48.140922
2.250       14.074335      0.34576655       48.835641
2.250       14.325663      0.33296057       49.591497
2.250       14.576990      0.31970917       50.168246
2.250       14.828317      0.30802806       50.878717
2.250       15.079645      0.29933135       51.999096
2.250       15.330972      0.28647418       52.295562
2.250       15.582300      0.27750821       53.191317
2.250       15.833627      0.26888701       54.073105
2.250       16.084954      0.26258459       55.360372
2.250       16.587609      0.24881256       57.529942
2.250       17.090264      0.22816229       57.697958
2.250       17.592919      0.22186369       61.202644
2.250       18.095574      0.20457116       61.408959
2.250       18.598229      0.19357287       63.085489
2.250       19.100883      0.18140511       64.044248
2.250       19.603538      0.17002919       64.892892
2.250       20.106193      0.16054129       66.106865
2.250       20.608848      0.15276079       67.739705
2.250       21.111503      0.14342772       68.369245
2.250       21.614157      0.13582213       69.479349
2.250       22.116812      0.12944888       70.947346
2.250       22.619467      0.12417663       72.804334
2.250       23.122122      0.11815260       73.994014
2.250       23.624777      0.11303692       75.508131
2.250       24.127432      0.10636599       75.684391
2.250       24.630086      0.10227151       77.414576
2.250       25.132741     0.097988530       78.807052
2.250       25.635396     0.093144682       79.496575
2.250       26.138051     0.089020834       80.534417
2.250       26.640706     0.084621530       81.056586
2.250       27.143361     0.081060718       82.124276
2.250       27.646015     0.077132383       82.566646
2.250       28.148670     0.074297940       83.949996
2.250       28.651325     0.072333627       86.187570
2.250       29.153980     0.069387751       87.105709
2.250       29.656635     0.065816907       86.970772
2.250       30.159289     0.063763566       88.614782
2.250       30.661944     0.060949574       89.010247
2.250       31.164599     0.058993354       90.460291
2.250       31.667254     0.057022860       91.738253
2.250       32.169909     0.054304589       91.591734
2.250       33.175218     0.049250267       91.100386
2.250       34.180528     0.047183586       95.454741
2.250       35.185838     0.043759059       96.569930
2.250       36.191147     0.040241240       96.638164
2.250       37.196457     0.038066811       99.247934
2.250       38.201767     0.035850575       101.25506
2.250       39.207076     0.033012356       100.79527
2.250       40.212386     0.031150657       102.61645
2.250       41.217696     0.029743027       105.51314
2.250       42.223005     0.026952042       102.78018
2.250       43.228315     0.026785558       109.61649
2.250       44.233625     0.023570659       103.34740
2.250       45.238934     0.023014999       107.94892
2.250       46.244244     0.021732195       108.87969
2.250       47.249554     0.020541339       109.77214
2.250       48.254863     0.019357826       110.19201
2.250       49.260173     0.018073552       109.44642
2.250       50.265482     0.017132271       110.22872
2.250       51.270792     0.016260248       111.02161
2.250       52.276102     0.015509765       112.24967
2.250       53.281411     0.014773484       113.20884
2.250       54.286721     0.014060591       113.96059
2.250       55.292031     0.012861886       110.14443
2.250       56.297340     0.012801121       115.71293
2.250       57.302650     0.012080335       115.15250
2.250       58.307960     0.011509034       115.58265
2.250       59.313269     0.010965057       115.91422
2.250       60.318579     0.010365226       115.23976
2.250       61.323889    0.0099348119       116.06973
2.250       62.329198    0.0093772802       115.03282
2.250       63.334508    0.0087768844       112.96186
2.250       64.339818    0.0086747599       117.04886
2.250       66.350437    0.0077990904       115.41057
2.250       68.361056    0.0070279433       113.74303
2.250       70.371675    0.0063023548       111.26710
2.250       72.382295    0.0059492014       114.29467
2.250       74.392914    0.0052798331       110.12481
2.250       76.403533    0.0050232928       113.50084
2.250       78.414153    0.0044825445       109.49095
2.250       80.424772    0.0043625315       114.96836
2.250       82.435391    0.0038918377       110.45009
2.250       84.446011    0.0034321385       104.70622
2.250       86.456630    0.0033802225       110.66504
2.250       88.467249    0.0031784658       111.48986
2.250       90.477868    0.0027548017       103.36837
2.250       92.488488    0.0026902125       107.82510
2.250       94.499107    0.0024317011       103.95935
2.250       96.509726    0.0024181302       110.11923
2.250       98.520346    0.0021317881       103.27425
2.250       100.53096    0.0020909201       107.62354
2.250       102.54158    0.0019860823       108.48447
2.250       104.55220    0.0018204218       105.40030
2.250       106.56282    0.0017498049       107.26969
2.250       108.57344    0.0016102978       104.41125
2.250       110.58406    0.0014349889       98.309706
2.250       112.59468    0.0013904363       100.54836
2.250       114.60530    0.0012381182       94.416188
2.250       116.61592    0.0011376045       91.397658
2.250       118.62654    0.0011589478       98.012103
2.250       120.63716    0.0010973716       97.603919
2.250       122.64778    0.0010079598       94.209022
2.250       124.65840    0.0010188977       99.992041
2.250       126.66902   0.00088033652       90.642143
2.250       128.67964   0.00090378047       97.557951
2.250       132.70087   0.00082192393       97.302327
2.250       136.72211   0.00053883841       69.766202
2.250       140.74335   0.00058373844       82.446498
2.250       144.76459   0.00050719140       77.952342
2.250       148.78583   0.00054863740       91.546210
2.250       152.80707   0.00056869940       102.79769
2.250       156.82831   0.00041423289       80.944656
2.250       160.84954   0.00026270853       55.386501
2.250       164.87078   0.00019535259       44.352748
2.250       168.89202   0.00038962755       95.092729
2.250       172.91326   0.00035265392       92.364241
2.250       176.93450   0.00025975699       72.891193
2.250       180.95574   0.00034018285       102.11740
2.250       184.97698   0.00011171657       35.821261
2.250       188.99821   4.3708980e-05       14.949065
2.250       193.01945   0.00013476786       49.097552
2.250       197.04069   7.3261668e-05       28.393232
2.250       201.06193   0.00013565206       55.858103
2.250       205.08317   0.00014391967       62.889838
2.250       209.10441   0.00014361955       66.523236
2.250       213.12565   0.00013537430       66.391674
2.250       217.14688   0.00020932450       108.58033
2.250       221.16812   0.00011047222       60.546765
2.250       225.18936   0.00013642116       78.921552
2.250       229.21060   0.00011939860       72.840611
2.250       233.23184   7.9737879e-05       51.250540
2.250       237.25308   7.2459441e-05       49.023103
2.250       241.27432  -6.5797468e-06      -4.6817985
2.250       245.29555   1.7552787e-05       13.124579
2.250       249.31679   8.9307526e-05       70.115319
2.250       253.33803   1.7176901e-05       14.148691
2.250       257.35927   1.3204890e-05       11.403141
2.250       265.40175   0.00023808384       225.48181
2.250       273.44422   5.1730668e-05       53.582702
2.250       281.48670   0.00012270227       138.64254
2.250       289.52918   8.3885122e-06       10.314121
2.250       297.57166  -8.8326520e-05      -117.90604
2.250       305.61413  -7.3500480e-06      -10.628714
2.250       313.65661   0.00010165423       158.91287
2.250       321.69909   6.5129557e-05       109.84945
2.250       329.74156  -4.8419496e-05      -87.945091
2.250       337.78404   1.8385836e-05       35.898065
2.250       345.82652  -3.2042248e-05      -67.137956
2.250       353.86900   5.2414669e-05       117.66591
2.250       361.91147   9.0692908e-05       217.79637
2.250       369.95395   3.0004709e-05       76.966669
2.250       377.99643  -2.7370720e-05      -74.889264
2.250       386.03891   9.4411108e-05       275.16081
2.250       394.08138  -5.3285654e-05      -165.21076
2.250       402.12386   8.9256785e-05       294.02958
2.250       410.16634  -7.2338268e-05      -252.88229
2.250       418.20881   7.1162644e-05       263.69499
2.250       426.25129   0.00013996321       549.13774
2.250       434.29377  -4.0721979e-05      -168.98569
2.250       442.33625   3.4753270e-05       152.37844
2.250       450.37872  -3.1406248e-05      -145.35163
2.250       458.42120  -8.2296239e-05      -401.64682
2.250       466.46368  -1.4102657e-05      -72.514476
2.250       474.50615   8.6626754e-05       468.86504
2.250       482.54863   3.4840929e-05       198.32765
2.250       490.59111  -6.4551567e-05      -386.13224
2.250       498.63359   3.1705468e-05       199.13565
2.250       506.67606   4.3930504e-05       289.48603
2.250       514.71854  -2.6273324e-05      -181.50756
2.500     0.062831853       405.79618    0.0050993852
2.500      0.12566371       651.46434     0.065492338
2.500      0.18849556       251.53556     0.085344003
2.500      0.25132741       174.89076      0.14065549
2.500      0.31415927       113.90431      0.17892047
2.500      0.37699112       84.258695      0.22870641
2.500      0.43982297       62.347933      0.26873612
2.500      0.50265482       49.204331      0.31657977
2.500      0.56548668       38.469546      0.35241506
2.500      0.62831853       34.105415      0.42858129
2.500      0.69115038       29.687230      0.49654384
2.500      0.75398224       23.822233      0.51729237
2.500      0.81681409       21.851946      0.60329543
2.500      0.87964594       19.330846      0.66656855
2.500      0.94247780       17.241995      0.73125887
2.500       1.0053096       15.626792      0.80433993
2.500       1.0681415       13.971344      0.86257095
2.500       1.1309734       12.786333      0.93707290
2.500       1.1938052       12.079660       1.0411789
2.500       1.2566371       10.936430       1.0994498
2.500       1.3194689       10.249777       1.1928399
2.500       1.3823008       9.5961913       1.2840348
2.500       1.4451326       8.7761138       1.3418242
2.500       1.5079645       8.3191050       1.4451742
2.500       1.5707963       7.8277206       1.5369693
2.500       1.6336282       7.3516248       1.6237279
2.500       1.6964600       7.0484601       1.7433934
2.500       1.7592919       6.8248179       1.8826736
2.500       1.8221237       6.2850734       1.9262569
2.500       1.8849556       6.0764377       2.0616867
2.500       1.9477874       5.7525709       2.1535597
2.500       2.0106193       5.5840778       2.2993827
2.500       2.0734512       5.2478227       2.3699045
2.500       2.1362830       5.1060043       2.5218996
2.500       2.1991149       4.8283628       2.6014405
2.500       2.2619467       4.6006036       2.6973182
2.500       2.3247786       4.6015885       2.9290232
2.500       2.3876104       4.3524891       3.0012235
2.500       2.4504423       4.3075151       3.2109274
2.500       2.5132741       4.0703268       3.2735511
2.500       2.5761060       4.0153536       3.4776449
2.500       2.6389378       3.7917181       3.5301550
2.500       2.7017697       3.7346661       3.7313588
2.500       2.7646015       3.6845029       3.9440898
2.500       2.8274334       3.5467660       4.0614391
2.500       2.8902652       3.4491367       4.2188469
2.500       2.9530971       3.3185294       4.3296133
2.500       3.0159289       3.2282838       4.4864754
2.500       3.0787608       3.1329528       4.6318230
2.500       3.1415927       3.0791812       4.8367665
2.500       3.2044245       2.9758323       4.9605387
2.500       3.2672564       2.9549057       5.2211182
2.500       3.3300882       2.8483566       5.3288296
2.500       3.3929201       2.7638158       5.4689032
2.500       3.4557519       2.6684103       5.5789252
2.500       3.5185838       2.6306724       5.8055144
2.500       3.5814156       2.5422503       5.9163348
2.500       3.6442475       2.5132469       6.1621036
2.500       3.7070793       2.4693950       6.3731840
2.500       3.7699112       2.3718355       6.4379587
2.500       3.8327430       2.3332491       6.6551901
2.500       3.8955749       2.2847414       6.8426132
2.500       3.9584067       2.2287809       7.0032381
2.500       4.0212386       2.2228169       7.3224003
2.500       4.1469023       2.1013375       7.5916727
2.500       4.2725660       2.0415727       8.0668029
2.500       4.3982297       1.9431860       8.3756467
2.500       4.5238934       1.8836505       8.8350227
2.500       4.6495571       1.8300989       9.3192204
2.500       4.7752208       1.7462671       9.6329945
2.500       4.9008845       1.6847900       10.047070
2.500       5.0265482       1.6368369       10.531379
2.500       5.1522120       1.5706142       10.882306
2.500       5.2778757       1.5036906       11.199695
2.500       5.4035394       1.4489064       11.580986
2.500       5.5292031       1.4205427       12.165002
2.500       5.6548668       1.3739878       12.586943
2.500       5.7805305       1.3495648       13.205872
2.500       5.9061942       1.2788850       13.348268
2.500       6.0318579       1.2385771       13.770402
2.500       6.1575216       1.1934593       14.115482
2.500       6.2831853       1.1512658       14.467232
2.500       6.4088490       1.1342156       15.125369
2.500       6.5345127       1.0948954       15.476848
2.500       6.6601764       1.0521207       15.746826
2.500       6.7858401       1.0242066       16.213199
2.500       6.9115038       1.0124762       16.934514
2.500       7.0371675      0.98754707       17.434991
2.500       7.1628313      0.95134262       17.711746
2.500       7.2884950      0.92739599       18.190685
2.500       7.4141587      0.90113529       18.605694
2.500       7.5398224      0.88162158       19.144138
2.500       7.6654861      0.85241138       19.450851
2.500       7.7911498      0.83868996       20.094461
2.500       7.9168135      0.81285677       20.433160
2.500       8.0424772      0.78985283       20.815457
2.500       8.2938046      0.75784059       21.903298
2.500       8.5451320      0.71889691       22.724441
2.500       8.7964594      0.68420872       23.592968
2.500       9.0477868      0.64943378       24.368692
2.500       9.2991143      0.62224447       25.348721
2.500       9.5504417      0.59100479       26.081444
2.500       9.8017691      0.56808307       27.101636
2.500       10.053096      0.53565767       27.571294
2.500       10.304424      0.52174871       28.920300
2.500       10.555751      0.49251460       29.346534
2.500       10.807079      0.45944890       29.378690
2.500       11.058406      0.44839881       30.719371
2.500       11.309734      0.43039854       31.542649
2.500       11.561061      0.41588975       32.556788
2.500       11.812388      0.39952970       33.360495
2.500       12.063716      0.37921182       33.728375
2.500       12.315043      0.36099327       34.156801
2.500       12.566371      0.34747311       34.931807
2.500       12.817698      0.33296318       35.521931
2.500       13.069025      0.32000096       36.186880
2.500       13.320353      0.31151476       37.298905
2.500       13.571680      0.30092963       38.109747
2.500       13.823008      0.29255312       39.145572
2.500       14.074335      0.27982085       39.521552
2.500       14.325663      0.26927765       40.106495
2.500       14.576990      0.25905870       40.651072
2.500       14.828317      0.24938773       41.192766
2.500       15.079645      0.24064821       41.804807
2.500       15.330972      0.23314238       42.559896
2.500       15.582300      0.22422611       42.978483
2.500       15.833627      0.21912879       44.066741
2.500       16.084954      0.21000186       44.274421
2.500       16.587609      0.19849150       45.894808
2.500       17.090264      0.18485964       46.747531
2.500       17.592919      0.17505650       48.290556
2.500       18.095574      0.16364775       49.124413
2.500       18.598229      0.15433221       50.296941
2.500       19.100883      0.14940593       52.747082
2.500       19.603538      0.13973956       53.332633
2.500       20.106193      0.13299622       54.764494
2.500       20.608848      0.12452806       55.220283
2.500       21.111503      0.11908121       56.763733
2.500       21.614157      0.11171604       57.147958
2.500       22.116812      0.10779390       59.078852
2.500       22.619467      0.10057155       58.964754
2.500       23.122122     0.097525636       61.076214
2.500       23.624777     0.092301814       61.657177
2.500       24.127432     0.087104240       61.978753
2.500       24.630086     0.085064663       64.389826
2.500       25.132741     0.080028500       64.362738
2.500       25.635396     0.076174571       65.013024
2.500       26.138051     0.074161500       67.091632
2.500       26.640706     0.069487196       66.559832
2.500       27.143361     0.066059607       66.926343
2.500       27.646015     0.062984666       67.422170
2.500       28.148670     0.061376907       69.350390
2.500       28.651325     0.057924954       69.019227
2.500       29.153980     0.056239911       70.600606
2.500       29.656635     0.054337475       71.801796
2.500       30.159289     0.051369336       71.390024
2.500       30.661944     0.049847839       72.797366
2.500       31.164599     0.048618600       74.551664
2.500       31.667254     0.046568447       74.919217
2.500       32.169909     0.044485614       75.030758
2.500       33.175218     0.042107067       77.887295
2.500       34.180528     0.038560254       78.009313
2.500       35.185838     0.035553563       78.461584
2.500       36.191147     0.033632454       80.767357
2.500       37.196457     0.030981141       80.774148
2.500       38.201767     0.028695633       81.046900
2.500       39.207076     0.027419457       83.718701
2.500       40.212386     0.025854475       85.169776
2.500       41.217696     0.024075575       85.407903
2.500       42.223005     0.022524410       85.895638
2.500       43.228315     0.021079449       86.264961
2.500       44.233625     0.019886404       87.193497
2.500       45.238934     0.018661544       87.529598
2.500       46.244244     0.017711445       88.735478
2.500       47.249554     0.016537491       88.375728
2.500       48.254863     0.016001505       91.086571
2.500       49.260173     0.014932175       90.423459
2.500       50.265482     0.014004361       90.103801
2.500       51.270792     0.013351985       91.164587
2.500       52.276102     0.012679158       91.763561
2.500       53.281411     0.011949906       91.571833
2.500       54.286721     0.011152489       90.390518
2.500       55.292031     0.010937907       93.668181
