# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
5.000       434.29377   0.00019777573       820.71818
5.000       442.33625   6.5209516e-05       285.91624
5.000       450.37872   0.00013253270       613.37619
5.000       458.42120   0.00022361897       1091.3724
5.000       466.46368   0.00010635484       546.86609
5.000       474.50615   0.00010337333       559.50545
5.000       482.54863   0.00016119447       917.57941
5.000       490.59111   0.00012205593       730.10976
5.000       498.63359   0.00018851164       1184.0036
5.000       506.67606   0.00015824436       1042.7727
5.000       514.71854   0.00016774584       1158.8613
5.500     0.062831853       121.11044    0.0015219186
5.500      0.12566371       191.88399     0.019290283
5.500      0.18849556       74.616505     0.025316784
5.500      0.25132741       48.786304     0.039236274
5.500      0.31415927       30.626670     0.048108261
5.500      0.37699112       22.309957     0.060556720
5.500      0.43982297       16.224997     0.069934041
5.500      0.50265482       12.795764     0.082327713
5.500      0.56548668       9.1756189     0.084056782
5.500      0.62831853       7.8488908     0.098632071
5.500      0.69115038       6.5333979      0.10927656
5.500      0.75398224       5.4720779      0.11882447
5.500      0.81681409       4.6871812      0.12940518
5.500      0.87964594       4.1983234      0.14476710
5.500      0.94247780       3.5222489      0.14938386
5.500       1.0053096       3.1842365      0.16389856
5.500       1.0681415       2.7079738      0.16718646
5.500       1.1309734       2.4641511      0.18059042
5.500       1.1938052       2.1683518      0.18689617
5.500       1.2566371       1.9311909      0.19414448
5.500       1.3194689       1.7539704      0.20412209
5.500       1.3823008       1.5478031      0.20710644
5.500       1.4451326       1.4462793      0.22112893
5.500       1.5079645       1.3148963      0.22842051
5.500       1.5707963       1.1925218      0.23415110
5.500       1.6336282       1.1210396      0.24760013
5.500       1.6964600       1.0215578      0.25267606
5.500       1.7592919      0.95048073      0.26219673
5.500       1.8221237      0.89868372      0.27542968
5.500       1.8849556      0.84570879      0.28694223
5.500       1.9477874      0.77596743      0.29049485
5.500       2.0106193      0.72569021      0.29882097
5.500       2.0734512      0.69381829      0.31332672
5.500       2.1362830      0.64499693      0.31856955
5.500       2.1991149      0.61446912      0.33106560
5.500       2.2619467      0.57417934      0.33663939
5.500       2.3247786      0.56092724      0.35704386
5.500       2.3876104      0.51823339      0.35734363
5.500       2.4504423      0.49309070      0.36756191
5.500       2.5132741      0.47333133      0.38067564
5.500       2.5761060      0.44548618      0.38582971
5.500       2.6389378      0.41902729      0.39012164
5.500       2.7017697      0.40658538      0.40622532
5.500       2.7646015      0.39013182      0.41761806
5.500       2.8274334      0.36509231      0.41807104
5.500       2.8902652      0.35154430      0.42999501
5.500       2.9530971      0.34065312      0.44444274
5.500       3.0159289      0.32604848      0.45312263
5.500       3.0787608      0.31567883      0.46670619
5.500       3.1415927      0.30379950      0.47720714
5.500       3.2044245      0.28749244      0.47923311
5.500       3.2672564      0.28021968      0.49512919
5.500       3.3300882      0.26613333      0.49789383
5.500       3.3929201      0.25979107      0.51406184
5.500       3.4557519      0.25086413      0.52448914
5.500       3.5185838      0.23806805      0.52538184
5.500       3.5814156      0.23208622      0.54011195
5.500       3.6442475      0.22246035      0.54543934
5.500       3.7070793      0.21800001      0.56262939
5.500       3.7699112      0.21170604      0.57464134
5.500       3.8327430      0.20143786      0.57456671
5.500       3.8955749      0.19783434      0.59249762
5.500       3.9584067      0.19192716      0.60307031
5.500       4.0212386      0.18573750      0.61185622
5.500       4.1469023      0.17776767      0.64223573
5.500       4.2725660      0.16134272      0.63750849
5.500       4.3982297      0.15557967      0.67058961
5.500       4.5238934      0.14952631      0.70133412
5.500       4.6495571      0.14227909      0.72451288
5.500       4.7752208      0.13210919      0.72875855
5.500       4.9008845      0.12725986      0.75890100
5.500       5.0265482      0.12087733      0.77772254
5.500       5.1522120      0.11475754      0.79511993
5.500       5.2778757      0.11086175      0.82571360
5.500       5.4035394      0.10601018      0.84733043
5.500       5.5292031      0.10172176      0.87110749
5.500       5.6548668     0.097381697      0.89210245
5.500       5.7805305     0.094244285      0.92220690
5.500       5.9061942     0.090931963      0.94909567
5.500       6.0318579     0.087956931      0.97789816
5.500       6.1575216     0.083371570      0.98606620
5.500       6.2831853     0.079485493      0.99884416
5.500       6.4088490     0.078906353       1.0522583
5.500       6.5345127     0.075691993       1.0699410
5.500       6.6601764     0.071694058       1.0730269
5.500       6.7858401     0.069498422       1.1001606
5.500       6.9115038     0.066978736       1.1202756
5.500       7.0371675     0.065245280       1.1518954
5.500       7.1628313     0.063361412       1.1796394
5.500       7.2884950     0.061295344       1.2022958
5.500       7.4141587     0.058913207       1.2163780
5.500       7.5398224     0.057563200       1.2499669
5.500       7.6654861     0.056009147       1.2780514
5.500       7.7911498     0.054260645       1.3000494
5.500       7.9168135     0.052548589       1.3209384
5.500       8.0424772     0.050457992       1.3297492
5.500       8.2938046     0.047316180       1.3675441
5.500       8.5451320     0.045916940       1.4514415
5.500       8.7964594     0.043508971       1.5002816
5.500       9.0477868     0.040629755       1.5245496
5.500       9.2991143     0.039632214       1.6145197
5.500       9.5504417     0.036110599       1.5935853
5.500       9.8017691     0.035225307       1.6804997
5.500       10.053096     0.033566419       1.7277258
5.500       10.304424     0.032964698       1.8272186
5.500       10.555751     0.030500740       1.8173898
5.500       10.807079     0.029066176       1.8585879
5.500       11.058406     0.029024352       1.9884305
5.500       11.309734     0.027162442       1.9906559
5.500       11.561061     0.025947075       2.0311956
5.500       11.812388     0.025192196       2.1035335
5.500       12.063716     0.024153481       2.1482919
5.500       12.315043     0.022695468       2.1474211
5.500       12.566371     0.022056780       2.2173893
5.500       12.817698     0.021714175       2.3165608
5.500       13.069025     0.020840513       2.3567215
5.500       13.320353     0.020205564       2.4192928
5.500       13.571680     0.019347446       2.4501618
5.500       13.823008     0.018664660       2.4974569
5.500       14.074335     0.017861737       2.5227697
5.500       14.325663     0.017336335       2.5820919
5.500       14.576990     0.016603140       2.6053378
5.500       14.828317     0.016131114       2.6644663
5.500       15.079645     0.015974493       2.7750490
5.500       15.330972     0.015237197       2.7815343
5.500       15.582300     0.014752039       2.8275933
5.500       15.833627     0.014361701       2.8881341
5.500       16.084954     0.013888645       2.9281252
5.500       16.587609     0.013167933       3.0446631
5.500       17.090264     0.012312785       3.1136720
5.500       17.592919     0.012095993       3.3367640
5.500       18.095574     0.011563020       3.4710319
5.500       18.598229     0.010776975       3.5122212
5.500       19.100883     0.010376588       3.6634071
5.500       19.603538     0.010355133       3.9521129
5.500       20.106193    0.0098124838       4.0405339
5.500       20.608848    0.0098070536       4.3488051
5.500       21.111503    0.0098830014       4.7110374
5.500       21.614157    0.0095534092       4.8870139
5.500       22.116812    0.0092351057       5.0615057
5.500       22.619467    0.0094884797       5.5630633
5.500       23.122122    0.0095492618       5.9803021
5.500       23.624777    0.0093438704       6.2416614
5.500       24.127432    0.0092451823       6.5783809
5.500       24.630086    0.0094473796       7.1512083
5.500       25.132741    0.0091528864       7.3611880
5.500       25.635396    0.0091740501       7.8298143
5.500       26.138051    0.0092851478       8.3999882
5.500       26.640706    0.0090938937       8.7107853
5.500       27.143361    0.0090433089       9.1619616
5.500       27.646015    0.0089517972       9.5824846
5.500       28.148670    0.0088376155       9.9857114
5.500       28.651325    0.0084701315       10.092402
5.500       29.153980    0.0086587771       10.869770
5.500       29.656635    0.0085569724       11.307224
5.500       30.159289    0.0084789368       11.783518
5.500       30.661944    0.0083921172       12.255778
5.500       31.164599    0.0082833573       12.701684
5.500       31.667254    0.0081571347       13.123181
5.500       32.169909    0.0079919917       13.479531
5.500       33.175218    0.0077412745       14.319376
5.500       34.180528    0.0074587188       15.089359
5.500       35.185838    0.0071544948       15.788938
5.500       36.191147    0.0069426315       16.672527
5.500       37.196457    0.0065753466       17.143269
5.500       38.201767    0.0062523238       17.658836
