2.500000000000000000e+02 3.725297669734750568e-05
7.500000000000000000e+02 1.098680352858762707e-04
1.250000000000000000e+03 5.316753954846997927e-04
1.750000000000000000e+03 3.819632427637466993e-03
2.250000000000000000e+03 9.670731319137216772e-03
2.750000000000000000e+03 2.409764907304025316e-02
3.250000000000000000e+03 6.279612602130235643e-02
3.750000000000000000e+03 1.675205130886118776e-01
4.250000000000000000e+03 4.090964804365565533e-01
4.750000000000000000e+03 8.306782800703804703e-01
5.250000000000000000e+03 1.383622245054793476e+00
5.750000000000000000e+03 2.009560070024221101e+00
6.250000000000000000e+03 2.629893729003193847e+00
6.750000000000000000e+03 3.283735983147631821e+00
7.250000000000000000e+03 3.943362835701017310e+00
7.750000000000000000e+03 4.654987635600333462e+00
8.250000000000000000e+03 5.368080953720475890e+00
8.750000000000000000e+03 6.157175929500530387e+00
9.250000000000000000e+03 6.922769031708213561e+00
9.750000000000000000e+03 7.726873199165028794e+00
1.025000000000000000e+04 8.480833200634638303e+00
1.075000000000000000e+04 9.268277575003384783e+00
1.125000000000000000e+04 1.001646033976561156e+01
1.175000000000000000e+04 1.072135604092362726e+01
1.225000000000000000e+04 1.136127878548015246e+01
1.275000000000000000e+04 1.195032698760616086e+01
1.325000000000000000e+04 1.241059373188159043e+01
1.375000000000000000e+04 1.283276016234490413e+01
1.425000000000000000e+04 1.314721858953931921e+01
1.475000000000000000e+04 1.335799568587892416e+01
1.525000000000000000e+04 1.343918381632995285e+01
1.575000000000000000e+04 1.344952432981033752e+01
1.625000000000000000e+04 1.337298556380918235e+01
1.675000000000000000e+04 1.321289463100347916e+01
1.725000000000000000e+04 1.299798637598923001e+01
1.775000000000000000e+04 1.270463087382141687e+01
1.825000000000000000e+04 1.236013847632182205e+01
1.875000000000000000e+04 1.192173764737386144e+01
1.925000000000000000e+04 1.154971271765080765e+01
1.975000000000000000e+04 1.106465343801572310e+01
2.025000000000000000e+04 1.063784430723806906e+01
2.075000000000000000e+04 1.009599897667053447e+01
2.125000000000000000e+04 9.667240869399149616e+00
2.175000000000000000e+04 9.125076266271081593e+00
2.225000000000000000e+04 8.701810413564754043e+00
2.275000000000000000e+04 8.212574666499397935e+00
2.325000000000000000e+04 7.765401680256407424e+00
2.375000000000000000e+04 7.305203553266431449e+00
2.425000000000000000e+04 6.893757775792687781e+00
2.475000000000000000e+04 6.459633198631265394e+00
2.525000000000000000e+04 6.088429466763662923e+00
2.575000000000000000e+04 5.699101610474775370e+00
2.625000000000000000e+04 5.352628362146929497e+00
2.675000000000000000e+04 5.009413335071855045e+00
2.725000000000000000e+04 4.673922968147520507e+00
2.775000000000000000e+04 4.384839704066306965e+00
2.825000000000000000e+04 4.090395593813400232e+00
2.875000000000000000e+04 3.816286898326386012e+00
2.925000000000000000e+04 3.549578786218074544e+00
2.975000000000000000e+04 3.310508287560808949e+00
3.025000000000000000e+04 3.083888373410609507e+00
3.075000000000000000e+04 2.874578230036167081e+00
3.125000000000000000e+04 2.666872449998701100e+00
3.175000000000000000e+04 2.481133745840352844e+00
3.225000000000000000e+04 2.296088714900017091e+00
3.275000000000000000e+04 2.139394977586778879e+00
3.325000000000000000e+04 1.977597875769370406e+00
3.375000000000000000e+04 1.842655016508199406e+00
3.425000000000000000e+04 1.701095009946115288e+00
3.475000000000000000e+04 1.576724781317804913e+00
3.525000000000000000e+04 1.458370165741088353e+00
3.575000000000000000e+04 1.349533446661890235e+00
3.625000000000000000e+04 1.249312971625584856e+00
3.675000000000000000e+04 1.153908160792698423e+00
3.725000000000000000e+04 1.063461474114273830e+00
3.775000000000000000e+04 9.823316790624920802e-01
3.825000000000000000e+04 9.044777127920302640e-01
3.875000000000000000e+04 8.360785464476969686e-01
3.925000000000000000e+04 7.698677714152394325e-01
3.975000000000000000e+04 7.084488196558166306e-01
4.025000000000000000e+04 6.531195073688645936e-01
4.075000000000000000e+04 5.975871797341735236e-01
4.125000000000000000e+04 5.518088524768703929e-01
4.175000000000000000e+04 5.059266455262172446e-01
4.225000000000000000e+04 4.653725918060891975e-01
4.275000000000000000e+04 4.261767261226754311e-01
4.325000000000000000e+04 3.912767822982707866e-01
4.375000000000000000e+04 3.583871279714897495e-01
4.425000000000000000e+04 3.292100973506085770e-01
4.475000000000000000e+04 3.011938714996852395e-01
