1.000000000000000000e+03 7.592118421476945400e+01
2.517241379310345110e+03 7.592102857805656413e+01
4.034482758620689765e+03 7.591622439495759522e+01
5.551724137931034420e+03 7.589102589107184826e+01
7.068965517241379530e+03 7.583043147904696468e+01
8.586206896551724640e+03 7.571028050487274186e+01
1.010344827586206884e+04 7.548557126059043298e+01
1.162068965517241486e+04 7.507241005321402838e+01
1.313793103448275906e+04 7.431932071410288643e+01
1.465517241379310326e+04 7.298345606413919029e+01
1.617241379310344928e+04 7.075398303925462073e+01
1.768965517241379348e+04 6.735294558611990112e+01
1.920689655172413768e+04 6.268177303743156159e+01
2.072413793103448188e+04 5.690497234080665123e+01
2.224137931034482972e+04 5.040406093451344560e+01
2.375862068965517392e+04 4.364453587394861955e+01
2.527586206896551812e+04 3.704764566765650358e+01
2.679310344827586232e+04 3.091856237509627547e+01
2.831034482758620652e+04 2.543505233435201873e+01
2.982758620689655436e+04 2.066741508729412047e+01
3.134482758620689856e+04 1.661121289826056824e+01
3.286206896551724640e+04 1.321633034069708401e+01
3.437931034482758696e+04 1.040917347224613465e+01
3.589655172413793480e+04 8.107382591993903986e+00
3.741379310344827536e+04 6.227748941511084269e+00
3.893103448275862320e+04 4.690061078902284741e+00
4.044827586206896376e+04 3.416581022158666769e+00
4.196551724137931160e+04 2.324776781127173564e+00
4.348275862068965944e+04 1.289305683705198824e+00
4.500000000000000000e+04 4.323713531653939346e-01
