1.000000000000000000e+02 1.180126277389589688e+02
5.000000000000000000e+02 1.180126277319013184e+02
1.000000000000000000e+03 1.180126276360025912e+02
2.000000000000000000e+03 1.180126240096091408e+02
3.000000000000000000e+03 1.180125445375106779e+02
4.000000000000000000e+03 1.180111256799284831e+02
5.000000000000000000e+03 1.179965664580308697e+02
6.000000000000000000e+03 1.179311822439744617e+02
7.000000000000000000e+03 1.177645216703057400e+02
8.000000000000000000e+03 1.174346259547572231e+02
9.000000000000000000e+03 1.168529929774409766e+02
1.000000000000000000e+04 1.159014073662039976e+02
1.100000000000000000e+04 1.144493521556248936e+02
1.200000000000000000e+04 1.123428224873189265e+02
1.300000000000000000e+04 1.094574839883854764e+02
1.400000000000000000e+04 1.057230226671753002e+02
1.500000000000000000e+04 1.011090670376958514e+02
1.600000000000000000e+04 9.570755110503301921e+01
1.700000000000000000e+04 8.964026645341178323e+01
1.800000000000000000e+04 8.307756824249425165e+01
1.900000000000000000e+04 7.625054726215122969e+01
2.000000000000000000e+04 6.933893350800494204e+01
2.100000000000000000e+04 6.253673417315228988e+01
2.200000000000000000e+04 5.599087949977614898e+01
2.300000000000000000e+04 4.979182003697331282e+01
2.400000000000000000e+04 4.402720534672767627e+01
2.500000000000000000e+04 3.873165039546220356e+01
2.600000000000000000e+04 3.391166811291771666e+01
2.700000000000000000e+04 2.956252979125307689e+01
2.800000000000000000e+04 2.567393758914638013e+01
2.900000000000000000e+04 2.221219017479170788e+01
3.000000000000000000e+04 1.915633838891861629e+01
3.100000000000000000e+04 1.645993876068846617e+01
3.200000000000000000e+04 1.409578998821357665e+01
3.300000000000000000e+04 1.203009873988334455e+01
3.400000000000000000e+04 1.022594943834653769e+01
3.500000000000000000e+04 8.654912032590379667e+00
3.600000000000000000e+04 7.287104882944435147e+00
3.700000000000000000e+04 6.093797381408809777e+00
3.800000000000000000e+04 5.053637632853470230e+00
3.900000000000000000e+04 4.140548382769610569e+00
4.000000000000000000e+04 3.330463844351769787e+00
4.100000000000000000e+04 2.599710983798826369e+00
4.200000000000000000e+04 1.915244176853319047e+00
4.300000000000000000e+04 1.247890936362116010e+00
4.400000000000000000e+04 6.088280381374301387e-01
