1.000000000000000000e+03 1.082146756906512443e-02
2.689655172413793025e+03 1.839585443649270902e-01
4.379310344827586050e+03 1.141348067457038207e+00
6.068965517241378620e+03 2.670146921370877280e+00
7.758620689655172100e+03 4.593071887810729059e+00
9.448275862068965580e+03 7.066765097837721221e+00
1.113793103448275724e+04 1.034603422001479878e+01
1.282758620689655072e+04 1.478002371904381818e+01
1.451724137931034420e+04 2.069591088162712467e+01
1.620689655172413768e+04 2.813356605935113208e+01
1.789655172413793116e+04 3.611665715148344447e+01
1.958620689655172464e+04 4.482140638983797487e+01
2.127586206896551448e+04 5.285842915189080315e+01
2.296551724137930796e+04 5.960185920646853930e+01
2.465517241379310144e+04 6.483053414119287083e+01
2.634482758620689492e+04 6.863717332582305630e+01
2.803448275862068840e+04 7.127440220779507740e+01
2.972413793103448188e+04 7.303122246763099668e+01
3.141379310344827536e+04 7.416507444230637702e+01
3.310344827586207248e+04 7.487788177375814769e+01
3.479310344827586232e+04 7.529589395617350078e+01
3.648275862068965216e+04 7.556807722695769769e+01
3.817241379310344928e+04 7.572938281632816881e+01
3.986206896551723912e+04 7.582344408359277566e+01
4.155172413793102896e+04 7.587745583591758702e+01
4.324137931034482608e+04 7.590797403068313542e+01
4.493103448275861592e+04 7.591995379799752186e+01
4.662068965517241304e+04 7.592118474361352298e+01
4.831034482758620288e+04 7.592118498599134568e+01
5.000000000000000000e+04 7.592118498599133147e+01
